host_response_rate,host_acceptance_rate,host_listings_count,accommodates,room_type,bedrooms,bathrooms,beds,price,cleaning_fee,security_deposit,minimum_nights,maximum_nights,number_of_reviews,latitude,longitude,city,zipcode,state
82%,82%,2,2,Entire home/apt,1.0,1.0,1.0,$250.00,$85.00,"$1,500.00",2,1125,17,38.90033876124959,-77.01623091663905,Washington,20001,DC
100%,99%,4,4,Entire home/apt,1.0,1.0,2.0,$168.00,$35.00,,1,1125,136,38.90600704514318,-77.03382797672387,Washington,20005,DC
70%,86%,1,2,Private room,1.0,1.0,1.0,$79.00,$12.00,,2,1125,2,38.90020066123757,-77.01072029079712,Washington,20001,DC
100%,,1,1,Shared room,1.0,1.0,2.0,$65.00,,,2,1125,0,38.89923209487012,-77.01976879451881,Washington,20001,DC
90%,100%,1,4,Entire home/apt,2.0,2.0,2.0,$290.00,$80.00,$350.00,3,365,32,38.902649560479816,-77.01279580076186,Washington,20001,DC
100%,,1,6,Entire home/apt,1.0,1.0,3.0,$725.00,,$200.00,5,30,0,38.89878625004492,-77.02471294121463,Washington,20001,DC
100%,,1,2,Private room,1.0,1.0,1.0,$109.00,$10.00,,1,1125,5,38.89955356718985,-77.01075244721703,Washington,20001,DC
97%,96%,1,4,Entire home/apt,1.0,1.0,2.0,$99.00,$25.00,$500.00,1,1125,3,38.90556059096782,-77.01579703933767,Washington,20001,DC
87%,70%,190,3,Entire home/apt,1.0,1.0,1.0,$569.00,$100.00,,3,1125,0,38.893969199207675,-77.01937377090302,Washington,20001,DC
100%,100%,1,4,Entire home/apt,1.0,1.0,2.0,$120.00,$65.00,$140.00,3,20,3,38.90499994382429,-77.02955949748464,Washington,20005,DC
,,1,2,Entire home/apt,1.0,1.0,2.0,$290.00,,,1,1125,1,38.90437186528554,-77.01711000789547,Washington,20001,DC
50%,50%,1,3,Entire home/apt,1.0,1.0,1.0,$145.00,$20.00,$250.00,1,31,5,38.90057677995132,-77.01565248370376,Washington,20001,DC
83%,65%,5,4,Entire home/apt,1.0,1.0,1.0,$210.00,$50.00,$200.00,1,90,87,38.90030689092009,-77.01646804426305,Washington,20001,DC
92%,100%,1,1,Private room,1.0,1.0,1.0,$90.00,,,1,1125,2,38.899641526270266,-77.02120483117207,Washington,20001,DC
100%,100%,1,2,Private room,1.0,1.0,1.0,$99.00,$15.00,,1,1125,2,38.90084751945177,-77.01607553253781,Washington,20001,DC
100%,0%,1,4,Entire home/apt,1.0,1.0,1.0,$399.00,$30.00,$100.00,1,1125,16,38.90424190505642,-77.01261608850139,Washington,20001,DC
58%,51%,480,2,Entire home/apt,1.0,1.0,1.0,$239.00,,,4,730,0,38.893530629098734,-77.01899576659451,Washington,20001,DC
100%,42%,1,2,Private room,1.0,1.0,1.0,$150.00,,,1,1125,4,38.900991894994654,-77.01942861391484,Washington,20001,DC
100%,50%,1,1,Entire home/apt,1.0,1.0,1.0,$199.00,$71.00,,7,1125,1,38.89374421827236,-77.02300195059931,Washington,20004,DC
100%,100%,2,2,Entire home/apt,1.0,1.0,1.0,$135.00,$40.00,$300.00,5,20,27,38.9022662947585,-77.02497973457345,Washington,20001,DC
100%,100%,1,4,Entire home/apt,1.0,1.0,1.0,$295.00,,,1,1125,20,38.89341560725821,-77.0199032568502,Washington,20004,DC
92%,76%,206,5,Entire home/apt,2.0,2.0,3.0,$429.00,$100.00,,3,1125,0,38.89894447730682,-77.02705478943142,Washington,20001,DC
100%,96%,5,8,Entire home/apt,4.0,2.5,4.0,$400.00,$150.00,$500.00,3,1125,26,38.90535691434938,-77.02575560072736,Washington,20005,DC
100%,100%,6,6,Entire home/apt,2.0,2.0,3.0,$295.00,$100.00,,1,1125,43,38.90521149527671,-77.01834247489596,Washington,20001,DC
100%,100%,1,4,Entire home/apt,1.0,1.5,2.0,$179.00,$60.00,$200.00,2,730,163,38.90123476825083,-77.01751801645041,Washington,20001,DC
58%,51%,480,4,Entire home/apt,2.0,2.0,2.0,$309.00,,,4,365,23,38.89909726696623,-77.03269054540472,Washington,20005,DC
75%,50%,1,3,Private room,1.0,2.0,2.0,$90.00,$50.00,,6,22,0,38.90343909294784,-77.01632065906395,Washington,20001,DC
60%,65%,1,2,Shared room,1.0,1.0,1.0,$43.00,,,1,1125,10,38.90395938710053,-77.00988865188717,Washington,20001,DC
,,1,1,Private room,1.0,1.0,1.0,$120.00,,,2,3,0,38.90011600630126,-77.01673080124591,Washington,20001,DC
100%,100%,1,4,Entire home/apt,2.0,1.0,2.0,$269.00,,$200.00,2,1125,5,38.90385713921789,-77.02939549406855,Washington,20005,DC
100%,98%,2,2,Entire home/apt,0.0,1.0,1.0,$150.00,$40.00,,2,365,73,38.90243693551708,-77.05019610164116,Washington,20037,DC
58%,51%,480,2,Entire home/apt,1.0,1.0,1.0,$269.00,$150.00,,3,365,3,38.90008916471499,-77.01881709305177,Washington,20001,DC
98%,52%,49,4,Entire home/apt,1.0,1.0,1.0,$185.00,,,3,90,8,38.90562712236379,-77.02735634667901,Washington,20001,DC
100%,,2,2,Entire home/apt,1.0,1.0,1.0,$120.00,$100.00,"$1,000.00",7,365,1,38.900762271642435,-77.01638778092041,Washington,20001,DC
100%,98%,4,8,Entire home/apt,2.0,2.0,3.0,$220.00,$100.00,$200.00,1,1125,0,38.901310437281225,-77.01893287105506,Washington,20001,DC
100%,55%,1,3,Entire home/apt,1.0,1.0,2.0,$99.00,,"$1,000.00",3,1125,4,38.89952784373389,-77.01052628635226,"Washington, D.C.",20001,DC
97%,67%,1,2,Private room,1.0,1.0,1.0,$99.00,$25.00,,1,1125,0,38.89823863074105,-77.01946982230372,Washington,20001,DC
91%,56%,11,4,Entire home/apt,1.0,1.0,2.0,$250.00,$150.00,,1,1125,6,38.90079662080385,-77.01485968273606,Washington,20001,DC
58%,51%,480,2,Entire home/apt,1.0,1.0,1.0,$249.00,$150.00,,3,365,4,38.89957916877624,-77.01815178402718,Washington,20001,DC
92%,76%,206,3,Entire home/apt,1.0,1.0,2.0,$259.00,$100.00,,3,1125,2,38.89272228128932,-77.01879752877902,Washington,20001,DC
50%,100%,1,5,Entire home/apt,2.0,2.0,2.0,$300.00,$100.00,,1,1125,2,38.90471496888069,-77.02771770744194,Washington,20001,DC
58%,51%,480,3,Entire home/apt,1.0,1.0,1.0,$289.00,,,5,730,1,38.900682340553494,-77.01781993236486,Washington,20001,DC
94%,85%,1,2,Entire home/apt,0.0,1.0,1.0,$200.00,,$500.00,1,1125,15,38.901205485991284,-77.0160623850272,Washington,20001,DC
58%,51%,480,2,Entire home/apt,1.0,1.0,1.0,$249.00,,,3,365,0,38.90062914428452,-77.01786207080639,Washington,20001,DC
100%,33%,1,1,Entire home/apt,1.0,1.0,1.0,$81.00,$35.00,$173.00,1,1125,1,38.899877524709225,-77.01690344197195,Washington,20001,DC
100%,100%,1,2,Entire home/apt,1.0,1.0,1.0,$200.00,,,2,1125,0,38.89886785450261,-77.01946359959241,Washington,20001,DC
100%,63%,2,8,Entire home/apt,2.0,1.0,4.0,$194.00,$89.00,,1,1125,8,38.89964753708856,-77.01753677417051,Washington,20001,DC
89%,80%,1,2,Private room,1.0,1.0,1.0,$89.00,,,3,1125,3,38.90005699691035,-77.01633626356819,Washington,20001,DC
100%,83%,1,2,Entire home/apt,1.0,1.0,1.0,$159.00,$80.00,$400.00,4,1125,18,38.90152203569321,-77.01721358517759,Washington,20001,DC
100%,100%,1,2,Entire home/apt,0.0,1.0,1.0,$85.00,,,3,6,1,38.90511841633633,-77.02795467986135,Washington,20005,DC
80%,100%,1,4,Entire home/apt,1.0,1.0,1.0,$100.00,$40.00,$200.00,1,1125,18,38.90517391100214,-77.02509910812319,Washington,20001,DC
100%,,1,2,Entire home/apt,1.0,1.0,1.0,$189.00,$100.00,$500.00,3,30,0,38.90507047355413,-77.02498763568904,Washington,20001,DC
60%,75%,1,3,Entire home/apt,1.0,2.0,1.0,$150.00,,,1,2000,1,38.906496014580455,-77.00943129357644,Washington,20002,DC
100%,100%,1,5,Entire home/apt,2.0,1.0,3.0,$175.00,$55.00,$175.00,2,1125,2,38.9065452164503,-77.0105837949484,Washington,20001,DC
100%,100%,1,2,Entire home/apt,1.0,1.0,1.0,$120.00,,$150.00,4,1125,1,38.9030506894444,-77.01624454141098,Washington,20001,DC
100%,100%,1,3,Entire home/apt,1.0,1.0,1.0,$155.00,$50.00,$150.00,2,1125,1,38.904993810622294,-77.03029564977189,Washington,20005,DC
87%,70%,190,5,Entire home/apt,2.0,2.0,2.0,$629.00,$100.00,,3,1125,0,38.893496455917436,-77.01957710744233,Washington,20001,DC
92%,76%,206,5,Entire home/apt,2.0,2.0,3.0,$311.00,$100.00,,3,1125,3,38.89433389446209,-77.01918021576904,Washington,20001,DC
87%,70%,190,3,Entire home/apt,1.0,1.0,1.0,$571.00,$100.00,,3,1125,0,38.90545804862777,-77.03325417231108,Washington,20005,DC
90%,72%,2,6,Entire home/apt,2.0,2.0,2.0,$339.00,$95.00,,3,730,47,38.89970634864877,-77.01619336716801,Washington,20001,DC
83%,65%,5,4,Entire home/apt,1.0,1.0,2.0,$210.00,$50.00,,1,60,28,38.899164439117385,-77.0168964928183,Washington,20001,DC
58%,51%,480,4,Entire home/apt,2.0,2.0,2.0,$299.00,,,4,365,2,38.893819078752756,-77.02074143256318,Washington,20001,DC
100%,100%,2,2,Private room,1.0,1.0,1.0,$170.00,,$200.00,1,10,18,38.899210995906955,-77.0177957359176,Washington,20001,DC
100%,91%,3,1,Entire home/apt,1.0,1.0,1.0,$135.00,$75.00,$100.00,1,1125,0,38.89403849058593,-77.02320012486905,Washington,20004,DC
100%,100%,6,4,Entire home/apt,2.0,1.0,2.0,$245.00,$100.00,$200.00,1,1125,3,38.904296617742574,-77.01587346885941,Washington,20001,DC
58%,51%,480,3,Entire home/apt,1.0,1.0,1.0,$249.00,$150.00,,3,730,1,38.899881731861356,-77.01649589681945,Washington,20001,DC
92%,94%,3,2,Private room,1.0,1.0,1.0,$99.00,$10.00,$100.00,1,30,5,38.901916437567785,-77.0100216369334,Washington,20001,DC
100%,75%,3,4,Entire home/apt,0.0,1.0,1.0,$149.00,$75.00,"$1,000.00",3,31,0,38.8954654987477,-77.01110790411072,Washington,20001,DC
100%,100%,2,1,Private room,1.0,1.0,1.0,$99.00,,,3,1125,8,38.90530313326622,-77.02832444110653,Washington,20005,DC
100%,100%,6,6,Entire home/apt,2.0,2.0,2.0,$295.00,$100.00,$200.00,1,1125,50,38.90272241414508,-77.01817220798921,Washington,20001,DC
100%,100%,2,6,Entire home/apt,2.0,2.0,2.0,$400.00,,$500.00,1,1125,0,38.900639963735856,-77.01592763145052,Washington,20001,DC
100%,100%,1,1,Private room,1.0,1.0,1.0,$65.00,,,1,1125,0,38.904766263236056,-77.02493003977321,Washington,20001,DC
100%,100%,2,1,Entire home/apt,1.0,1.0,1.0,$99.00,$45.00,$200.00,4,365,54,38.904732958105775,-77.01638019385092,Washington,20001,DC
100%,100%,2,8,Entire home/apt,2.0,1.0,4.0,$179.00,$40.00,$100.00,1,1125,35,38.905511551780684,-77.01526639751043,Washington,20001,DC
93%,100%,1,4,Entire home/apt,1.0,1.0,1.0,$150.00,$40.00,,1,1125,53,38.897518029703605,-77.02324734058736,Washington,20001,DC
100%,38%,1,4,Entire home/apt,1.0,1.0,1.0,$140.00,$20.00,,2,1125,4,38.90508370425138,-77.02066762621034,Washington,20001,DC
80%,100%,6,3,Entire home/apt,1.0,1.0,1.0,$179.00,$50.00,,2,1125,1,38.90142875618103,-77.01595880479516,Washington,20001,DC
100%,94%,2,2,Entire home/apt,1.0,1.0,2.0,$135.00,$75.00,$150.00,2,90,4,38.90463193366868,-77.01846218913434,Washington,20001,DC
,,1,3,Entire home/apt,1.0,1.0,2.0,$250.00,$60.00,,4,7,0,38.90257958097352,-77.01319349154862,Washington,20001,DC
100%,100%,1,2,Private room,1.0,1.5,1.0,$95.00,,,1,28,44,38.9058395338724,-77.01062106460375,Washington,20001,DC
100%,100%,3,6,Entire home/apt,2.0,1.0,2.0,$170.00,$75.00,$500.00,2,1125,2,38.906919431292046,-77.04754714797522,Washington,20037,DC
58%,51%,480,5,Entire home/apt,2.0,2.0,2.0,$299.00,,,4,365,5,38.89922298589935,-77.03267811571193,Washington,20005,DC
,,1,2,Entire home/apt,1.0,1.0,1.0,$150.00,$300.00,$500.00,7,14,1,38.90021022028028,-77.03256527785338,Washington,20005,DC
83%,65%,5,4,Entire home/apt,1.0,1.5,1.0,$250.00,$65.00,$250.00,1,1125,12,38.90287484176446,-77.01682890690851,Washington,20001,DC
100%,0%,1,2,Entire home/apt,0.0,1.0,1.0,$105.00,,$150.00,1,1125,11,38.90433124417479,-77.01779709042717,Washington,20001,DC
100%,89%,1,3,Entire home/apt,1.0,1.0,1.0,$120.00,,,1,1125,3,38.9054166177346,-77.02662326244175,Washington,20001,DC
87%,70%,190,3,Entire home/apt,1.0,1.0,1.0,$399.00,$100.00,,3,1125,0,38.90478062522756,-77.03358794096592,Washington,20005,DC
87%,70%,190,5,Entire home/apt,2.0,2.0,2.0,$629.00,$100.00,,3,1125,0,38.893468605141905,-77.02081027335096,Washington,20001,DC
87%,70%,190,3,Entire home/apt,1.0,1.0,1.0,$569.00,$100.00,,3,1125,0,38.894194019303825,-77.02069937937681,Washington,20001,DC
80%,75%,1,2,Private room,1.0,1.0,1.0,$70.00,,,1,1125,9,38.90340595482258,-77.02031797093956,Washington,20001,DC
100%,100%,1,2,Entire home/apt,0.0,1.0,1.0,$110.00,$35.00,$150.00,2,14,6,38.89717767996871,-77.01112144014441,Washington,20001,DC
92%,76%,206,3,Entire home/apt,1.0,1.0,2.0,$259.00,$100.00,,3,1125,4,38.89292140449504,-77.01889760646638,Washington,20001,DC
100%,0%,1,2,Private room,1.0,1.5,1.0,$99.00,$20.00,,3,1125,12,38.905151933090615,-77.01778631002443,Washington,20001,DC
100%,100%,4,8,Entire home/apt,3.0,1.5,3.0,$289.00,$99.00,$250.00,1,1125,14,38.90499945532914,-77.01268762696921,Washington,20001,DC
100%,100%,3,4,Entire home/apt,1.0,1.0,2.0,$124.00,$100.00,$95.00,4,1125,3,38.90361975494301,-77.02968542712422,Washington,20005,DC
58%,51%,480,2,Entire home/apt,1.0,1.0,1.0,$259.00,,,4,730,1,38.90741381106765,-77.05188507554256,Washington,20037,DC
97%,57%,4,2,Entire home/apt,0.0,1.0,1.0,$80.00,$50.00,,1,1125,0,38.90110848151856,-77.05255720979127,Washington,20037,DC
90%,71%,1,2,Entire home/apt,0.0,1.0,1.0,$96.00,,,3,1125,12,38.903839672165745,-77.05307215338532,Washington,20037,DC
99%,96%,32,4,Entire home/apt,2.0,1.0,2.0,$189.00,$65.00,$200.00,2,365,47,38.90724543508468,-77.04897480529273,Washington,20037,DC
58%,51%,480,3,Entire home/apt,1.0,1.0,1.0,$289.00,,,4,1125,0,38.899781993936685,-77.05180976627634,Washington,20037,DC
58%,51%,480,3,Entire home/apt,1.0,1.0,1.0,$299.00,,,4,365,0,38.90141298110769,-77.04857785069662,Washington,20052,DC
100%,100%,3,6,Entire home/apt,2.0,1.0,2.0,$170.00,$75.00,$500.00,2,1125,9,38.906581241063215,-77.0491381234593,Washington,20037,DC
100%,100%,1,2,Entire home/apt,1.0,1.0,1.0,$130.00,$5.00,,2,1125,0,38.9035166154946,-77.0551994407373,Washington,20037,DC
100%,100%,1,4,Entire home/apt,1.0,1.0,1.0,$149.00,,,4,1125,2,38.902540489740524,-77.05236978603459,Washington,20037,DC
92%,76%,206,3,Entire home/apt,1.0,1.0,2.0,$259.00,$100.00,,3,1125,0,38.90178638326539,-77.04896989844462,Washington,20037,DC
70%,69%,1,6,Entire home/apt,2.0,2.0,3.0,$349.00,,$300.00,2,1125,19,38.90674229564115,-77.04842357512716,Washington,20037,DC
89%,97%,6,2,Private room,1.0,1.0,1.0,$78.00,$25.00,,1,1125,8,38.901721841653846,-77.05128848608202,Washington,20037,DC
75%,75%,2,2,Entire home/apt,0.0,1.0,1.0,$125.00,$10.00,,1,1125,1,38.895856469316634,-77.04459467334233,Washington,20006,DC
100%,100%,3,2,Private room,1.0,1.0,1.0,$95.00,$40.00,$100.00,1,1125,7,38.90685719622907,-77.05213354582445,Washington,20037,DC
100%,100%,2,2,Entire home/apt,0.0,1.0,1.0,$130.00,$60.00,,2,180,19,38.90389274387612,-77.0526773184975,Washington,20037,DC
84%,92%,3,2,Private room,1.0,1.0,1.0,$72.00,$5.00,,2,1125,22,38.9005835368813,-77.0527136524993,Washington,20037,DC
90%,100%,2,4,Entire home/apt,1.0,1.0,2.0,$175.00,$65.00,$250.00,14,365,3,38.904014514358146,-77.05557714269051,Washington,20037,DC
92%,76%,206,3,Entire home/apt,1.0,1.0,2.0,$246.00,$100.00,,3,1125,1,38.90045278614636,-77.04914926700165,Washington,20037,DC
89%,100%,1,3,Entire home/apt,0.0,1.0,1.0,$140.00,,,1,1125,8,38.89648156259622,-77.04808553337007,Washington,20006,DC
100%,70%,1,2,Entire home/apt,0.0,1.0,2.0,$65.00,$30.00,,1,1125,2,38.90642253243149,-77.04712886528176,Washington,20036,DC
100%,100%,1,2,Entire home/apt,0.0,1.0,1.0,$125.00,,$200.00,2,1125,42,38.89805663036261,-77.04081865741395,"Washington, D.C.",20006,DC
100%,100%,1,4,Entire home/apt,1.0,1.0,1.0,$85.00,$17.00,$225.00,1,1125,2,38.902570803384265,-77.05464997797847,Washington,20037,DC
58%,51%,480,3,Entire home/apt,1.0,1.0,1.0,$309.00,,,3,730,3,38.90023324056801,-77.04829884811548,Washington,20037,DC
87%,70%,190,3,Entire home/apt,1.0,1.0,1.0,$569.00,$100.00,,3,1125,0,38.9056353461807,-77.05278281881877,Washington,20037,DC
100%,100%,1,4,Entire home/apt,0.0,1.0,2.0,$150.00,$50.00,"$2,500.00",2,1125,1,38.902431792816785,-77.0544420589297,Washington,20037,DC
58%,51%,480,4,Entire home/apt,2.0,,2.0,$279.00,,,4,1125,5,38.90740380631625,-77.0530724107511,Washington,20037,DC
100%,98%,3,4,Entire home/apt,1.0,1.0,2.0,$154.00,,,2,365,35,38.90111652383542,-77.05221437512529,Washington,20037,DC
100%,98%,3,4,Entire home/apt,1.0,1.0,2.0,$165.00,,,2,1125,17,38.90106387618867,-77.05185206106928,Washington,20037,DC
99%,96%,32,3,Entire home/apt,1.0,1.0,2.0,$149.00,$45.00,$100.00,3,93,25,38.907137310258996,-77.04871543469834,Washington,20037,DC
99%,88%,16,2,Entire home/apt,0.0,1.0,1.0,$104.00,,,1,1125,2,38.90211764149365,-77.05740779391381,Washington,20007,DC
100%,100%,1,1,Entire home/apt,1.0,1.0,1.0,$125.00,,,2,5,5,38.90874579245708,-77.05166624166709,Washington,20007,DC
92%,76%,206,3,Entire home/apt,1.0,1.0,2.0,$259.00,$100.00,,3,1125,0,38.90751362236417,-77.0536914219023,Washington,20037,DC
100%,100%,1,3,Entire home/apt,1.0,1.0,1.0,$155.00,$49.00,$100.00,1,1125,0,38.90666851591248,-77.04707769605716,Washington,20036,DC
58%,51%,480,2,Entire home/apt,1.0,1.0,1.0,$259.00,$100.00,,4,730,2,38.899744837838796,-77.05081361009185,Washington,20052,DC
32%,80%,8,3,Entire home/apt,1.0,1.0,1.0,$189.00,,$150.00,6,30,30,38.90154823592317,-77.04998680768956,Washington,20052,DC
90%,70%,1,4,Entire home/apt,1.0,1.0,1.0,$110.00,,,1,1125,12,38.90024514372421,-77.0558534369545,Washington,20037,DC
89%,97%,6,1,Private room,1.0,1.0,1.0,$58.00,$15.00,,1,1125,14,38.90120759387625,-77.052955791917,Washington,20006,DC
100%,0%,1,2,Entire home/apt,1.0,1.0,1.0,$68.00,$38.00,,4,365,7,38.90109651722626,-77.05087726232212,Washington,20037,DC
58%,51%,480,4,Entire home/apt,2.0,2.0,2.0,$309.00,,,4,365,5,38.901826316821364,-77.04833248960612,Washington,20037,DC
100%,79%,4,2,Entire home/apt,1.0,1.5,1.0,$160.00,$120.00,$600.00,5,1000,1,38.9017027887859,-77.051254000405,Washington,20037,DC
70%,100%,1,2,Private room,1.0,1.0,2.0,$80.00,,$300.00,1,1125,0,38.89794452259976,-77.0520858258872,Washington,20037,DC
87%,70%,190,3,Entire home/apt,1.0,1.0,1.0,$569.00,$100.00,,3,1125,0,38.90633402448968,-77.05018665576978,Washington,20037,DC
97%,57%,4,4,Entire home/apt,1.0,1.0,1.0,$103.00,$50.00,,1,1125,0,38.903491241164154,-77.05448125051305,Washington,20037,DC
87%,70%,190,5,Entire home/apt,2.0,2.0,2.0,$629.00,$100.00,,3,1125,0,38.90053240123878,-77.05075047714831,Washington,20037,DC
92%,76%,206,5,Entire home/apt,2.0,2.0,3.0,$324.00,$100.00,,3,1125,5,38.90170500677321,-77.04906665645086,Washington,20037,DC
90%,86%,1,2,Entire home/apt,0.0,1.0,1.0,$90.00,,,7,1125,2,38.89835086782713,-77.04653671588285,Washington,20052,DC
58%,51%,480,4,Entire home/apt,2.0,2.0,2.0,$329.00,$150.00,,3,365,8,38.90548669814849,-77.05077415778517,Washington,20037,DC
58%,51%,480,4,Entire home/apt,2.0,2.0,2.0,$299.00,$150.00,,3,1125,3,38.89991548651794,-77.0501063403496,Washington,20037,DC
58%,51%,480,5,Entire home/apt,2.0,2.0,2.0,$349.00,$150.00,,4,365,10,38.90050988167017,-77.0486490554584,Washington,20037,DC
,100%,1,3,Entire home/apt,0.0,1.0,1.0,$95.00,,,1,1125,0,38.90332360977187,-77.05291278509964,Washington,20037,DC
32%,80%,8,3,Entire home/apt,1.0,1.0,1.0,$189.00,,$150.00,6,30,22,38.89974697885507,-77.04847733396457,Washington,20037,DC
92%,76%,206,5,Entire home/apt,2.0,2.0,3.0,$324.00,$100.00,,3,1125,2,38.907611913379114,-77.0501350472991,Washington,20037,DC
100%,0%,1,4,Entire home/apt,0.0,1.0,1.0,$100.00,$50.00,$500.00,4,180,1,38.90671726528068,-77.04723186078981,Washington,20037,DC
58%,51%,480,4,Entire home/apt,2.0,2.0,2.0,$299.00,$200.00,,3,1125,2,38.90706125545467,-77.05174663032172,Washington,20037,DC
100%,100%,1,4,Entire home/apt,1.0,1.0,1.0,$215.00,$65.00,$200.00,2,5,0,38.90238733272774,-77.05419790556212,Washington,20037,DC
58%,51%,480,5,Entire home/apt,2.0,2.0,2.0,$319.00,$150.00,,4,365,10,38.90021406791179,-77.04977264373409,Washington,20037,DC
58%,51%,480,2,Entire home/apt,,1.0,1.0,$155.00,$150.00,,3,1125,6,38.90190716796565,-77.05132947539173,Washington,20037,DC
58%,51%,480,3,Entire home/apt,1.0,1.0,1.0,$209.00,$150.00,,5,730,3,38.90372899396553,-77.05140419109141,Washington,20037,DC
58%,51%,480,2,Entire home/apt,1.0,1.0,1.0,$249.00,,,4,730,0,38.903470705448825,-77.05013290412276,Washington,20037,DC
58%,51%,480,4,Entire home/apt,2.0,2.0,2.0,$329.00,,,4,365,0,38.902608758558685,-77.05105163843311,Washington,20037,DC
100%,91%,3,2,Entire home/apt,0.0,1.0,1.0,$99.00,$55.00,,1,1125,6,38.8956909481424,-77.0441391072513,Washington,20006,DC
92%,76%,206,5,Entire home/apt,2.0,2.0,3.0,$324.00,$100.00,,3,1125,2,38.90023916958605,-77.05057272647157,Washington,20037,DC
100%,98%,3,4,Entire home/apt,2.0,1.0,2.0,$168.00,,,2,29,0,38.901941194314816,-77.05394737908617,Washington,20037,DC
100%,100%,1,4,Entire home/apt,2.0,1.5,2.0,$215.00,$50.00,$100.00,2,1125,2,38.90057475621537,-77.0531648421247,Washington,20037,DC
58%,51%,480,2,Entire home/apt,0.0,1.0,1.0,$159.00,$150.00,,3,365,9,38.90394782423913,-77.05344085016164,Washington,20037,DC
87%,70%,190,5,Entire home/apt,2.0,2.0,2.0,$629.00,$100.00,,3,1125,0,38.90773021302783,-77.05021539690226,Washington,20037,DC
87%,70%,190,5,Entire home/apt,2.0,2.0,2.0,$629.00,$100.00,,3,1125,0,38.90182658971628,-77.05001920291485,Washington,20037,DC
100%,100%,1,2,Private room,1.0,1.5,1.0,$89.00,,,2,1125,1,38.903854501626505,-77.05099892159255,Washington,20037,DC
84%,92%,3,1,Shared room,1.0,1.0,1.0,$36.00,,,1,1125,30,38.90060935621924,-77.05088431743067,Washington,20037,DC
100%,100%,1,2,Entire home/apt,0.0,1.0,1.0,$100.00,,,1,1125,0,38.902977966535374,-77.05448185915938,Washington,20037,DC
100%,100%,1,2,Private room,1.0,1.0,1.0,$115.00,,,1,5,10,38.89999306365932,-77.05475829328097,Washington,20037,DC
58%,51%,480,2,Entire home/apt,,1.0,1.0,$239.00,,,7,365,1,38.90672393899897,-77.05326266059052,Washington,20037,DC
100%,100%,1,1,Private room,1.0,1.0,1.0,$100.00,,,1,10,0,38.89991276958245,-77.0503697983802,Washington,20037,DC
58%,51%,480,3,Entire home/apt,1.0,1.0,1.0,$189.00,$150.00,,5,730,0,38.903818923984154,-77.05193435670519,Washington,20037,DC
58%,51%,480,2,Entire home/apt,0.0,1.0,1.0,$159.00,$150.00,,3,1125,2,38.90410601427044,-77.05299101383363,Washington,20037,DC
100%,,1,1,Private room,1.0,1.0,1.0,$100.00,,,1,1125,0,38.90085043211845,-77.05266211672404,Washington,20037,DC
52%,66%,1,1,Private room,1.0,1.0,1.0,$100.00,$10.00,,1,1125,28,38.90206292409549,-77.05249610272723,Washington,20037,DC
100%,79%,4,2,Entire home/apt,1.0,1.0,1.0,$160.00,$120.00,$600.00,3,1000,6,38.9025985515832,-77.05245697691913,Washington,20037,DC
60%,75%,1,2,Entire home/apt,1.0,1.5,1.0,$130.00,,,1,1125,0,38.90351481314943,-77.05256385160503,Washington,20037,DC
80%,100%,1,4,Entire home/apt,1.0,1.0,2.0,$125.00,$45.00,$500.00,2,1125,24,38.898822200156864,-77.05059016970594,Washington,20037,DC
100%,100%,2,3,Entire home/apt,0.0,1.0,2.0,$115.00,$60.00,,2,1125,63,38.9022204320073,-77.05480291997347,Washington,20037,DC
100%,86%,1,4,Entire home/apt,1.0,1.0,2.0,$189.00,,,3,14,6,38.901859318477406,-77.05069461125629,Washington,20037,DC
100%,83%,2,4,Entire home/apt,1.0,1.0,2.0,$140.00,$50.00,$500.00,1,1125,0,38.897939527385894,-77.05250117181448,Washington,20037,DC
,,1,4,Shared room,1.0,1.0,2.0,"$1,000.00",,,2,5,0,38.907125591871946,-77.05212669741705,Washington,20037,DC
