MSSubClass,MSZoning,LotFrontage,LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,Remodeled,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,Fireplaces,GarageArea,PavedDrive,SalePrice
90,RL,100.0,25000,Mitchel,Duplex,1Story,5,4,1967,0,1632,0,0,2,0,4,0,576,P,143000
20,RL,,14375,Timber,1Fam,SLvl,6,6,1958,0,1344,0,1,1,0,3,1,525,Y,137500
50,RM,98.0,8820,OldTown,1Fam,1.5Fin,5,6,1890,1,1869,0,0,1,0,2,0,456,Y,124900
80,RL,70.0,8163,NAmes,1Fam,SLvl,5,6,1959,0,1144,1,0,1,0,3,1,796,Y,143000
20,RL,85.0,14536,Timber,1Fam,1Story,8,5,2002,1,1629,1,0,2,0,3,1,808,Y,270000
60,RL,65.0,14006,CollgCr,1Fam,2Story,7,5,2002,0,1776,0,0,2,1,3,1,474,Y,192500
20,RL,78.0,9360,NWAmes,1Fam,1Story,6,7,1972,1,1381,1,0,1,1,3,1,676,Y,197500
20,RL,60.0,7200,NAmes,1Fam,1Story,5,8,1950,1,864,1,0,1,0,3,0,720,Y,129000
20,RH,60.0,7800,SawyerW,1Fam,1Story,5,5,1965,0,965,1,0,1,0,3,0,300,Y,119900
85,RL,60.0,7200,CollgCr,1Fam,SFoyer,5,8,1972,1,768,0,1,1,0,2,0,396,Y,133900
60,RL,,11075,Mitchel,1Fam,2Story,5,4,1969,0,1968,0,1,2,1,4,1,530,Y,172000
90,RL,35.0,9400,Edwards,Duplex,SFoyer,6,5,1975,0,980,0,2,2,0,4,0,0,Y,127500
90,RH,82.0,7136,Crawfor,Duplex,2Story,6,6,1946,1,1958,0,0,2,0,4,0,492,Y,145000
160,RM,24.0,1300,Blueste,TwnhsE,2Story,6,6,1980,0,1229,0,0,1,1,2,1,462,Y,124000
20,RL,70.0,7420,Sawyer,1Fam,1Story,5,5,1962,0,1057,0,0,1,0,3,0,576,Y,132000
20,RL,65.0,8450,CollgCr,1Fam,1Story,7,5,2003,0,1337,1,0,2,0,3,0,531,Y,185000
160,FV,24.0,2572,Somerst,Twnhs,2Story,7,5,1999,0,1416,1,0,2,1,3,0,484,Y,155000
20,RL,50.0,7207,BrkSide,1Fam,1Story,5,7,1958,1,858,1,0,1,0,2,0,0,Y,116500
60,RL,,12227,NWAmes,1Fam,2Story,6,7,1977,1,2872,1,0,2,1,4,1,619,Y,272000
160,RL,24.0,2308,NPkVill,TwnhsE,2Story,6,6,1976,0,1548,1,0,2,1,3,1,440,Y,155000
20,RL,122.0,11923,CollgCr,1Fam,1Story,9,5,2007,0,1800,0,0,2,0,2,0,702,Y,239000
60,RL,80.0,11316,Timber,1Fam,2Story,7,5,2002,1,1894,1,0,2,1,4,1,510,Y,214900
60,RL,65.0,10237,Gilbert,1Fam,2Story,6,5,2005,1,1484,0,0,2,1,3,1,393,Y,178900
50,RL,130.0,9600,Crawfor,1Fam,1.5Fin,5,7,1940,1,1308,1,0,1,1,2,2,256,Y,160000
20,RL,,7390,NAmes,1Fam,1Story,5,7,1955,0,1098,1,0,1,0,3,0,260,Y,135000
50,RM,50.0,5925,OldTown,1Fam,1.5Fin,3,6,1910,1,968,0,0,1,0,2,0,0,Y,37900
190,RL,75.0,10382,NAmes,2fmCon,SLvl,6,5,1958,0,1095,1,0,1,0,2,0,264,Y,140000
50,RL,60.0,10800,NAmes,1Fam,1.5Fin,4,4,1949,1,1192,0,0,1,1,4,0,0,Y,135000
160,RL,36.0,2268,NridgHt,Twnhs,2Story,7,5,2003,1,1626,0,0,2,0,2,0,474,Y,173000
120,RL,55.0,7892,SawyerW,TwnhsE,1Story,6,5,1979,0,918,0,0,2,0,2,1,264,Y,99500
20,FV,95.0,11639,Somerst,1Fam,1Story,7,5,2007,1,1428,0,0,2,0,3,0,480,Y,182000
70,RL,60.0,11414,BrkSide,1Fam,2Story,7,8,1910,1,2019,0,0,1,0,3,0,532,Y,167500
160,FV,,2651,Somerst,Twnhs,2Story,7,5,2000,0,1382,1,0,2,1,3,0,490,Y,165000
30,RL,51.0,5900,BrkSide,1Fam,1Story,4,7,1923,1,869,0,0,1,0,2,0,0,Y,85500
120,FV,35.0,4274,Somerst,TwnhsE,1Story,7,5,2006,1,1241,1,0,1,1,1,0,569,Y,199900
20,RL,68.0,9450,Edwards,1Fam,1Story,4,5,1954,0,894,0,0,1,0,3,0,400,Y,110000
20,RL,80.0,8816,Sawyer,1Fam,1Story,5,6,1963,0,1121,1,0,1,0,3,0,480,Y,139000
85,RL,,12122,NAmes,1Fam,SFoyer,7,9,1961,1,999,1,0,1,0,3,0,588,Y,178400
60,RL,98.0,12203,NoRidge,1Fam,2Story,8,5,1998,1,2612,1,0,2,1,4,1,676,Y,336000
20,RL,43.0,3182,Blmngtn,1Fam,1Story,7,5,2007,0,1266,0,0,2,0,2,1,388,Y,159895
60,RL,,11250,CollgCr,1Fam,2Story,8,5,2002,0,2290,0,0,2,1,4,1,779,Y,255900
90,RL,75.0,10125,Mitchel,Duplex,1.5Fin,5,5,1977,0,1734,0,0,2,0,4,0,539,Y,126000
190,RL,68.0,10880,Edwards,2fmCon,1Story,5,5,1950,0,1164,1,0,1,0,3,0,240,Y,125000
50,RM,59.0,5310,OldTown,1Fam,1.5Fin,6,8,1910,1,1635,0,0,1,0,2,0,255,Y,117000
20,RL,83.0,10159,NridgHt,1Fam,1Story,9,5,2009,1,1940,1,0,2,1,3,1,606,Y,395192
60,RL,,12046,NWAmes,1Fam,2Story,6,6,1976,0,2030,0,0,2,1,4,1,551,Y,195000
60,FV,65.0,8125,Somerst,1Fam,2Story,7,5,2006,0,1576,0,0,2,1,3,0,614,Y,197000
60,RL,82.0,9452,NoRidge,1Fam,2Story,8,5,1997,1,2392,1,0,2,1,3,1,870,Y,348000
70,RM,121.0,17671,OldTown,1Fam,2Story,8,9,1882,1,1742,0,0,1,1,4,1,424,P,168000
60,RL,80.0,9760,NAmes,1Fam,2Story,6,8,1964,1,1851,0,0,2,1,3,1,440,Y,187000
60,RL,68.0,8846,CollgCr,1Fam,2Story,6,5,2005,1,1500,0,0,2,1,3,0,564,Y,173900
20,RL,96.0,12456,NridgHt,1Fam,1Story,10,5,2006,1,1718,1,0,2,0,3,1,786,Y,337500
50,RL,51.0,4712,BrkSide,1Fam,1.5Fin,4,7,1946,1,1230,1,0,1,1,3,0,305,Y,121600
20,RL,,10659,NAmes,1Fam,1Story,5,6,1961,0,1050,1,0,1,0,3,0,368,Y,136500
20,RL,,11717,NWAmes,1Fam,1Story,6,6,1970,0,1442,0,0,2,0,2,1,615,Y,185000
30,RM,60.0,9786,IDOTRR,1Fam,1Story,3,4,1922,1,1077,0,0,1,0,3,1,210,P,91000
20,RL,64.0,6762,CollgCr,1Fam,1Story,7,5,2006,0,1208,1,0,2,0,2,0,632,Y,206000
20,RL,74.0,10206,Edwards,1Fam,1Story,3,3,1952,0,944,0,0,1,0,2,0,528,Y,82000
30,RL,60.0,5400,OldTown,1Fam,1Story,5,6,1920,1,691,0,0,1,0,2,0,216,N,86000
20,RL,75.0,11957,Somerst,1Fam,1Story,8,5,2006,0,1574,0,0,2,0,3,1,824,Y,232000
90,RL,,11500,NWAmes,Duplex,1Story,5,6,1976,0,1680,0,0,2,0,4,0,528,Y,136905
120,RL,43.0,3182,Blmngtn,TwnhsE,1Story,7,5,2005,1,1504,0,0,2,0,1,1,457,Y,181000
80,RL,65.0,8385,CollgCr,1Fam,SLvl,5,8,1977,0,985,0,0,2,0,3,0,328,Y,149900
20,RL,,12155,NAmes,1Fam,1Story,6,3,1970,0,1657,0,1,2,0,3,1,484,Y,163500
160,RM,21.0,2217,MeadowV,TwnhsE,2Story,4,4,1970,0,1092,0,0,1,1,3,0,286,Y,88000
20,RL,43.0,12118,Mitchel,1Fam,1Story,7,5,2004,1,1710,0,0,2,0,3,1,550,Y,240000
50,RL,60.0,6000,SWISU,1Fam,1.5Fin,5,5,1926,1,1522,0,0,2,0,4,0,0,P,102000
50,RL,115.0,21286,Sawyer,1Fam,1.5Fin,5,5,1948,1,1271,0,0,2,0,4,1,312,Y,135000
90,RL,75.0,9825,Edwards,Duplex,1Story,5,5,1965,0,1664,0,0,2,0,4,0,0,Y,100000
70,RL,55.0,10592,Crawfor,1Fam,2Story,6,7,1923,1,1502,0,0,1,1,3,2,180,Y,165000
30,RM,60.0,7200,OldTown,1Fam,1Story,5,4,1910,1,1022,1,0,1,0,2,0,280,Y,85000
20,RL,60.0,11664,NAmes,1Fam,1Story,6,5,1948,1,1082,0,0,1,0,2,1,240,Y,119200
60,RL,70.0,8400,NWAmes,1Fam,2Story,8,6,2001,0,1665,1,0,2,1,3,0,528,Y,227000
20,RL,73.0,11883,CollgCr,1Fam,1Story,7,5,1996,0,1504,1,0,2,0,3,1,478,Y,203000
120,RL,,5814,StoneBr,TwnhsE,1Story,8,5,1984,0,1360,1,0,1,0,1,1,565,Y,187500
80,RL,,10784,Gilbert,1Fam,SLvl,7,5,1991,1,1472,0,0,2,1,3,1,402,Y,160000
120,RL,43.0,3013,Blmngtn,TwnhsE,1Story,7,5,2005,0,1506,0,0,2,0,2,1,440,Y,213490
20,RL,60.0,7024,Edwards,1Fam,1Story,4,5,2005,0,1132,1,0,1,1,2,0,451,Y,176000
20,RL,64.0,7406,CollgCr,1Fam,1Story,7,5,2006,0,1220,1,0,2,0,2,0,632,Y,194000
50,RM,52.0,9439,OldTown,1Fam,1.5Fin,5,5,1930,1,1248,0,0,1,0,2,0,160,Y,87000
120,RL,43.0,3182,Blmngtn,TwnhsE,1Story,7,5,2005,1,1504,0,0,2,0,2,1,437,Y,191000
20,RL,,15498,Timber,1Fam,1Story,8,6,1976,0,2898,1,0,2,0,2,1,665,Y,287000
20,RL,70.0,7700,CollgCr,1Fam,1Story,5,5,1972,0,882,1,0,1,0,3,0,461,Y,112500
20,RL,73.0,9300,NAmes,1Fam,1Story,5,5,1960,0,1264,1,0,1,0,3,2,461,Y,167500
20,RL,71.0,9520,Timber,1Fam,1Story,8,5,2007,1,1646,1,0,2,0,3,1,800,Y,293077
50,RL,79.0,9492,NAmes,1Fam,1.5Fin,5,5,1941,1,1376,1,0,1,0,3,1,240,Y,105000
160,RM,21.0,1680,BrDale,Twnhs,2Story,6,7,1972,0,1218,0,1,1,1,3,0,264,Y,118000
190,RH,,7082,SWISU,2fmCon,2Story,5,8,1916,1,1928,0,0,2,0,5,0,0,N,160000
75,RL,102.0,15863,SWISU,1Fam,2.5Fin,7,3,1920,1,3082,1,0,2,1,5,2,672,Y,197000
60,RL,,14541,NoRidge,1Fam,2Story,8,7,1993,0,2520,1,0,2,1,5,1,796,Y,310000
20,RL,,8125,CollgCr,1Fam,1Story,7,5,2002,0,1654,1,0,2,0,3,0,900,Y,230000
30,RL,50.0,6305,Crawfor,1Fam,1Story,5,7,1938,1,954,0,0,1,0,2,1,240,Y,119750
20,RL,,11500,Edwards,1Fam,1Story,4,3,1957,0,845,0,0,1,0,3,0,290,N,84000
20,RL,89.0,12898,Timber,1Fam,1Story,9,5,2007,1,1620,1,0,2,0,2,1,912,Y,315500
60,RL,,9240,CollgCr,1Fam,2Story,8,5,2001,1,2263,0,0,2,1,3,1,905,Y,287000
160,RM,21.0,1533,MeadowV,Twnhs,2Story,4,6,1970,1,1344,0,0,1,1,3,1,0,Y,97000
180,RM,21.0,1477,MeadowV,TwnhsE,SFoyer,4,4,1970,0,630,1,0,1,0,1,0,286,Y,80000
20,RL,88.0,13125,Sawyer,1Fam,1Story,5,4,1957,1,1803,1,0,2,0,3,1,484,Y,155000
60,RL,,9130,NWAmes,1Fam,2Story,6,8,1966,1,1632,0,1,1,1,4,0,484,Y,173000
120,RL,34.0,5381,NridgHt,Twnhs,1Story,6,5,2005,0,1306,1,0,2,0,1,1,624,Y,196000
60,RL,86.0,11839,SawyerW,1Fam,2Story,7,5,1990,0,2329,1,0,2,1,4,1,514,Y,262280
20,RL,80.0,9600,NWAmes,1Fam,1Story,8,5,1981,0,2524,1,0,2,1,4,1,542,Y,278000
20,RL,,13680,Edwards,1Fam,1Story,3,5,1955,0,1733,0,0,2,0,4,1,452,Y,139600
60,RL,85.0,16056,StoneBr,1Fam,2Story,9,5,2005,1,2868,0,0,3,1,4,1,716,Y,556581
20,RL,57.0,9245,CollgCr,1Fam,1Story,5,5,1994,1,990,0,1,1,0,3,0,672,Y,145000
20,RL,100.0,21750,Mitchel,1Fam,1Story,5,4,1960,1,1771,0,0,1,0,3,1,336,Y,115000
20,RL,60.0,11100,Edwards,1Fam,1Story,4,7,1946,1,930,0,0,1,0,2,0,308,Y,84900
20,RL,73.0,8993,Gilbert,1Fam,1Story,7,5,2007,0,1302,0,0,2,0,3,0,436,Y,176485
20,RL,103.0,11175,CollgCr,1Fam,1Story,7,5,2007,0,1316,0,0,2,0,3,1,440,Y,200141
60,RL,100.0,9500,NAmes,1Fam,2Story,6,6,1964,1,1977,0,1,1,1,4,1,540,Y,165000
20,RL,68.0,8562,Edwards,1Fam,1Story,5,6,1957,1,1526,0,0,1,0,4,1,364,Y,144500
60,RL,90.0,11367,CollgCr,1Fam,2Story,8,5,2002,0,1989,1,0,2,1,3,1,586,Y,255000
20,RL,104.0,11361,NWAmes,1Fam,1Story,6,5,1976,0,1523,0,1,2,0,3,1,478,Y,180000
120,RL,43.0,7052,NridgHt,TwnhsE,1Story,7,5,2005,0,1364,1,0,2,0,2,1,484,Y,185850
60,RL,,29959,NoRidge,1Fam,2Story,7,6,1994,0,1850,0,0,2,1,3,1,467,Y,248000
60,RL,96.0,11308,NridgHt,1Fam,2Story,9,5,2008,0,2184,1,0,2,1,3,1,836,Y,335000
50,RL,,11275,Crawfor,1Fam,1.5Fin,6,7,1932,1,1991,0,0,1,1,3,1,432,Y,220000
120,RL,41.0,4920,StoneBr,TwnhsE,1Story,8,5,2001,0,1338,1,0,2,0,2,0,582,Y,213500
30,C (all),120.0,18000,IDOTRR,1Fam,1Story,3,4,1935,1,894,0,0,1,0,2,0,1248,Y,81000
190,RM,85.0,13600,OldTown,2fmCon,2Story,5,5,1900,1,2337,0,0,2,0,5,0,560,Y,90000
30,RM,50.0,6000,OldTown,1Fam,1Story,6,6,1925,1,1103,0,0,1,0,2,1,440,Y,110500
20,RL,,11000,NAmes,1Fam,1Story,5,6,1966,0,1154,0,0,1,1,3,1,480,Y,154000
60,RL,80.0,14000,ClearCr,1Fam,2Story,7,5,1996,1,2260,1,0,2,1,3,0,533,Y,328000
60,RL,59.0,7837,Gilbert,1Fam,2Story,6,7,1993,1,1571,0,0,2,1,3,1,380,Y,178000
60,RL,80.0,9760,NAmes,1Fam,2Story,6,6,1964,0,1611,1,0,1,1,4,0,442,Y,167900
160,RM,42.0,3964,MeadowV,TwnhsE,2Story,6,4,1973,0,2521,1,0,2,1,5,1,576,Y,151400
45,RL,60.0,9600,NAmes,1Fam,1.5Unf,5,7,1949,1,893,0,1,1,0,2,0,576,Y,135000
20,RL,72.0,10152,NAmes,1Fam,1Story,5,5,1956,0,1048,1,0,1,0,3,0,286,Y,135000
60,RL,78.0,11700,NWAmes,1Fam,2Story,6,6,1968,0,1556,0,0,1,1,4,0,441,Y,154000
50,RL,50.0,7585,Edwards,1Fam,1.5Fin,5,3,1948,1,1456,1,1,1,0,4,1,280,P,91500
60,RL,75.0,7950,Edwards,1Fam,2Story,6,6,1977,0,1426,0,0,1,1,3,0,440,Y,159500
20,RL,74.0,8556,CollgCr,1Fam,1Story,7,5,2006,0,1240,0,0,2,0,2,0,826,Y,194000
70,RL,75.0,13125,Crawfor,1Fam,2Story,7,6,1940,1,1740,0,0,1,1,3,2,240,Y,219500
50,RL,60.0,10800,OldTown,1Fam,1.5Fin,5,8,1936,1,1466,0,1,2,0,3,1,566,Y,170000
20,RL,,15870,NAmes,1Fam,1Story,5,5,1969,0,1096,1,0,1,0,3,0,299,Y,138800
120,RM,37.0,4435,CollgCr,TwnhsE,1Story,6,5,2004,0,848,1,0,1,0,1,1,420,Y,155900
20,RL,65.0,8775,CollgCr,1Fam,1Story,5,5,1994,0,990,0,0,1,0,3,0,299,Y,126000
20,RL,80.0,11040,NWAmes,1Fam,1Story,6,7,1971,1,1258,0,1,2,0,3,0,528,Y,145000
20,RL,75.0,7500,Sawyer,1Fam,1Story,5,5,1963,0,1040,1,0,1,1,3,0,308,Y,133000
20,RL,70.0,8749,CollgCr,1Fam,1Story,7,5,2002,0,1459,0,0,2,0,3,1,527,Y,192000
20,RL,80.0,8800,NAmes,1Fam,1Story,6,6,1964,0,1251,1,0,1,0,3,2,461,Y,160000
60,RL,,13031,Gilbert,1Fam,2Story,6,5,1995,1,1498,0,0,2,1,3,1,409,Y,187500
85,RL,73.0,9069,SawyerW,1Fam,SFoyer,6,6,1992,0,996,1,0,1,0,2,0,564,Y,147000
160,RM,,1974,MeadowV,TwnhsE,2Story,4,5,1973,0,1092,0,0,1,1,3,0,286,Y,83500
60,FV,85.0,10574,Somerst,1Fam,2Story,8,5,2005,1,1953,0,0,2,1,3,1,1043,Y,252000
160,RM,24.0,2522,Edwards,Twnhs,2Story,7,5,2004,0,1709,0,0,2,0,3,0,380,Y,137500
120,FV,37.0,3316,Somerst,TwnhsE,1Story,8,5,2005,0,1247,1,0,1,1,1,1,550,Y,197000
90,RL,60.0,8544,NAmes,Duplex,1Story,3,4,1950,0,1040,0,0,2,0,2,0,400,Y,92900
160,FV,24.0,2160,Somerst,Twnhs,2Story,7,5,1999,1,1252,1,0,2,1,2,0,462,Y,160000
50,RL,60.0,8400,SWISU,1Fam,1.5Fin,6,5,1925,1,1694,0,0,2,0,4,1,576,Y,136500
20,RL,71.0,9230,NAmes,1Fam,1Story,5,8,1965,1,1200,1,0,1,1,1,0,884,Y,146000
20,RL,74.0,5868,NAmes,1Fam,1Story,5,7,1956,1,936,1,0,1,0,2,0,308,Y,129000
20,RL,78.0,9317,CollgCr,1Fam,1Story,6,5,2006,0,1314,0,0,2,0,3,1,440,Y,176432
70,RM,60.0,6882,IDOTRR,1Fam,2Story,6,7,1914,1,1355,0,0,1,1,3,0,0,Y,127000
120,RL,,3696,StoneBr,TwnhsE,1Story,8,5,1986,0,1088,0,0,1,1,2,0,461,Y,170000
50,RM,50.0,6000,BrkSide,1Fam,1.5Fin,4,6,1936,1,1324,0,0,1,0,3,0,240,Y,128000
20,RL,82.0,11880,NWAmes,1Fam,1Story,7,5,1978,0,1601,0,0,2,0,3,1,478,Y,157000
30,RL,60.0,8400,SWISU,1Fam,1Story,2,5,1920,1,438,0,0,1,0,1,0,246,N,60000
20,RL,61.0,9758,NAmes,1Fam,1Story,5,5,1971,0,950,0,0,1,0,3,0,280,Y,119500
20,RL,70.0,7000,NAmes,1Fam,1Story,5,7,1960,1,1134,0,0,1,0,2,0,254,Y,135000
20,RL,79.0,8910,NAmes,1Fam,1Story,6,6,1959,0,1194,0,1,1,0,3,1,539,Y,159500
160,RM,24.0,2016,BrDale,TwnhsE,2Story,5,5,1970,0,1302,0,0,2,1,3,0,440,Y,106000
60,RL,98.0,12256,NoRidge,1Fam,2Story,8,5,1994,1,2622,1,0,2,1,3,2,712,Y,325000
20,RL,114.0,10357,SawyerW,1Fam,1Story,7,5,1990,1,1442,1,0,2,0,3,1,719,Y,179900
60,RL,168.0,23257,Gilbert,1Fam,2Story,7,5,2006,0,2021,0,0,2,1,3,1,422,Y,274725
60,RL,,8063,Gilbert,1Fam,2Story,6,5,2000,0,1690,0,0,2,1,3,1,463,Y,181000
20,RL,107.0,11362,NridgHt,1Fam,1Story,8,5,2004,1,1836,1,0,2,0,3,1,862,Y,280000
60,RL,,8000,Gilbert,1Fam,2Story,6,5,1995,1,1658,1,0,2,1,3,1,431,Y,188000
60,RL,80.0,10480,NWAmes,1Fam,2Story,7,6,1976,0,1964,0,0,2,1,4,1,483,Y,205000
20,RL,73.0,7100,NAmes,1Fam,1Story,5,7,1957,0,816,1,0,1,0,2,0,308,Y,129900
20,RL,66.0,8923,NAmes,1Fam,1Story,5,7,1953,1,1008,1,0,1,0,2,0,240,Y,134500
20,RL,90.0,5400,OldTown,1Fam,1Story,5,7,1954,1,833,0,0,1,0,2,0,326,Y,117000
20,RL,93.0,12085,NridgHt,1Fam,1Story,8,5,2007,0,1734,1,0,2,0,3,1,928,Y,318000
80,RL,,7750,Gilbert,1Fam,SLvl,8,5,2002,0,1419,1,0,2,1,3,1,527,Y,184100
20,RL,57.0,9764,Sawyer,1Fam,1Story,5,7,1967,1,894,1,0,1,0,3,0,450,Y,130000
80,RL,85.0,13825,Sawyer,1Fam,SLvl,5,6,1958,1,1601,0,1,1,0,3,0,300,Y,140000
20,RL,70.0,7560,NAmes,1Fam,1Story,5,5,1959,0,1040,0,0,1,0,3,0,286,Y,133700
30,RM,59.0,8263,IDOTRR,1Fam,1Story,6,5,1920,1,1012,0,0,1,0,2,1,308,Y,118400
20,RL,84.0,10084,CollgCr,1Fam,1Story,7,5,2005,1,1552,0,0,2,0,3,0,782,Y,212900
20,RL,,8926,Edwards,1Fam,1Story,4,3,1956,0,960,0,0,1,0,3,0,288,Y,112000
20,RL,50.0,9405,Edwards,1Fam,1Story,5,9,1947,1,698,0,1,1,0,2,0,0,Y,118000
80,RL,,9125,Gilbert,1Fam,SLvl,7,5,1992,0,1482,0,0,2,1,3,1,392,Y,163900
20,RL,60.0,10434,NAmes,1Fam,1Story,4,5,1955,0,1005,0,0,1,0,2,1,672,Y,115000
120,RL,53.0,3684,Blmngtn,TwnhsE,1Story,7,5,2007,0,1555,0,0,2,0,2,1,660,Y,174000
20,RL,182.0,14572,Gilbert,1Fam,1Story,7,5,2004,0,1530,1,0,2,0,3,1,630,Y,259000
60,RL,59.0,11796,Gilbert,1Fam,2Story,7,5,2004,1,1959,0,0,2,1,4,1,434,Y,215000
90,RM,60.0,7200,OldTown,Duplex,SFoyer,5,5,1980,0,936,1,0,1,0,2,0,672,Y,140000
50,RL,65.0,7804,SWISU,1Fam,1.5Fin,4,3,1928,1,1981,1,0,2,0,4,2,576,Y,135000
20,RL,63.0,10712,Mitchel,1Fam,1Story,5,5,1991,1,974,0,0,1,0,3,0,0,Y,93500
70,RM,90.0,9900,OldTown,1Fam,2Story,6,4,1880,1,2210,0,0,2,0,5,0,205,N,117500
60,RL,80.0,9828,SawyerW,1Fam,2Story,8,5,1995,0,2020,0,0,2,1,3,1,466,Y,239500
60,RL,57.0,8773,Gilbert,1Fam,2Story,6,5,1997,0,1600,0,0,2,1,3,1,460,Y,169000
30,RM,60.0,6180,BrkSide,1Fam,1Story,6,5,1926,1,986,0,0,1,0,2,1,180,Y,102000
50,RL,80.0,9600,NAmes,1Fam,1.5Fin,6,5,1950,0,1252,0,0,1,0,3,0,288,Y,119000
50,RL,54.0,6342,Sawyer,1Fam,1.5Fin,5,8,1875,1,1020,0,0,1,0,2,0,0,N,94000
20,RL,,9819,Mitchel,1Fam,1Story,6,5,1977,0,1567,1,0,2,0,2,2,714,Y,196000
30,RL,98.0,8731,BrkSide,1Fam,1Story,5,5,1920,1,1167,0,0,1,0,3,1,495,Y,144000
20,RL,60.0,7350,NAmes,1Fam,1Story,5,7,1951,0,952,1,0,1,0,2,0,840,Y,139000
60,RL,,10304,NWAmes,1Fam,2Story,5,7,1976,0,1868,1,0,2,1,4,1,484,Y,197500
60,RL,77.0,9965,CollgCr,1Fam,2Story,8,5,2006,1,2828,1,0,3,0,4,1,1052,Y,424870
20,RL,,9000,Sawyer,1Fam,1Story,5,3,1959,0,1006,0,0,1,0,3,0,0,Y,80000
190,RL,60.0,12180,Edwards,2fmCon,1.5Fin,4,4,1941,1,924,1,0,1,0,2,0,280,Y,80000
50,RM,52.0,6240,BrkSide,1Fam,1.5Fin,5,6,1928,1,1576,0,0,1,0,3,1,225,Y,149000
20,RL,,11200,SawyerW,1Fam,1Story,6,5,1985,0,1298,1,0,2,0,3,1,403,Y,180000
70,RL,75.0,12000,Crawfor,1Fam,2Story,7,7,1941,1,1564,0,0,1,1,3,1,234,Y,174500
50,RM,,5700,OldTown,1Fam,1.5Fin,7,7,1926,1,1111,0,0,1,0,2,1,288,Y,116900
70,RM,50.0,9000,OldTown,1Fam,2Story,7,9,1920,1,1482,0,1,1,0,3,0,324,Y,143000
20,RL,57.0,8280,NAmes,1Fam,1Story,6,5,1950,0,932,0,0,1,0,2,1,306,Y,124000
20,RL,134.0,17755,Edwards,1Fam,1Story,5,4,1959,0,1466,0,0,1,1,3,2,528,Y,149900
20,RL,90.0,14115,Crawfor,1Fam,1Story,6,7,1956,1,1811,0,0,1,0,2,1,470,Y,230000
30,RM,,5890,IDOTRR,1Fam,1Story,6,8,1930,1,816,0,0,1,0,2,0,432,Y,120500
60,RL,,13700,NAmes,1Fam,2Story,7,6,1965,1,1820,0,0,1,2,4,2,492,Y,201800
20,RL,90.0,10768,Veenker,1Fam,1Story,5,8,1976,1,1437,1,0,2,0,3,1,528,Y,218000
80,RL,85.0,9350,NAmes,1Fam,SLvl,5,8,1965,1,1265,0,1,2,0,3,1,502,Y,179900
120,RL,34.0,5001,NridgHt,Twnhs,1Story,7,5,2007,1,1314,1,0,2,0,2,1,626,Y,230000
20,RL,92.0,11932,Somerst,1Fam,1Story,8,5,2007,1,1580,0,0,2,0,3,0,830,Y,235128
60,RL,76.0,9120,NWAmes,1Fam,2Story,6,6,1974,0,1876,0,0,2,1,4,1,540,Y,185000
160,RL,24.0,2280,NPkVill,Twnhs,2Story,6,5,1978,0,1456,0,0,2,1,3,1,440,Y,146000
20,RL,,14778,Crawfor,1Fam,1Story,6,7,1954,1,1640,1,0,1,0,3,1,924,Y,224000
20,RL,109.0,8724,Sawyer,1Fam,1Story,5,5,1968,0,894,0,0,1,0,3,1,450,Y,129000
90,RL,60.0,12900,Sawyer,Duplex,SFoyer,4,4,1969,0,1258,2,0,0,2,0,0,400,Y,108959
80,RL,,16157,Veenker,1Fam,SLvl,5,7,1978,0,1432,1,0,1,1,2,1,588,Y,194000
20,RL,79.0,9541,NridgHt,1Fam,1Story,7,5,2009,0,1502,0,0,2,0,3,0,644,Y,233170
20,RL,64.0,10475,CollgCr,1Fam,1Story,8,5,2008,0,1694,0,0,2,0,3,0,776,Y,245350
60,RL,58.0,10852,Gilbert,1Fam,2Story,6,5,2000,0,1671,1,0,2,1,3,1,472,Y,173000
70,RL,120.0,13728,Edwards,1Fam,2Story,6,7,1935,1,2108,0,0,2,0,4,2,540,Y,235000
60,RL,118.0,35760,NoRidge,1Fam,2Story,10,5,1995,1,3627,1,0,3,1,4,1,807,Y,625000
80,RL,76.0,9880,Mitchel,1Fam,SLvl,6,6,1977,0,1118,1,0,1,0,3,1,358,Y,171000
20,RL,76.0,9120,NAmes,1Fam,1Story,6,6,1958,0,1261,1,0,1,0,3,1,433,Y,163000
160,FV,35.0,4017,Somerst,TwnhsE,2Story,7,5,2006,1,1250,0,0,2,1,2,0,625,Y,171900
50,RL,138.0,18030,ClearCr,1Fam,1.5Fin,5,6,1946,1,3086,0,0,3,0,3,1,0,Y,200500
70,RL,80.0,16560,Crawfor,1Fam,2Story,6,8,1932,1,2345,0,0,2,1,4,1,360,Y,239000
50,RL,85.0,10678,NoRidge,1Fam,1.5Fin,8,5,1992,1,2872,0,0,2,1,4,1,541,Y,285000
20,RL,37.0,6951,Mitchel,1Fam,1Story,5,5,1984,1,923,1,0,1,0,3,0,264,Y,119500
50,RM,,3950,OldTown,1Fam,1.5Fin,6,8,1926,1,1224,0,0,1,0,3,0,210,N,115000
50,RL,54.0,7681,Crawfor,1Fam,1.5Fin,5,6,1921,1,1343,0,0,1,1,3,1,186,Y,154900
