,sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,parcel_0,parcel_1,parcel_2
155,1.0,0.0,2.0,3.0,0.0,2.0,5.0,4.0,0.0,3.0,3.0,5.0,3.0,2.0,9.0,0.0,2.0,0.0,2.0,3.0,0,1,0
156,0.0,2.0,2.0,3.0,2.0,1.0,0.0,6.0,0.0,0.0,4.0,2.0,7.0,8.0,7.0,0.0,0.0,1.0,4.0,1.0,0,1,0
157,5.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,5.0,3.0,0,0,0
158,2.0,1.0,2.0,2.0,7.0,2.0,4.0,7.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,0.0,1,0,0
159,1.0,2.0,6.0,0.0,4.0,0.0,8.0,3.0,0.0,0.0,5.0,4.0,2.0,2.0,7.0,3.0,3.0,4.0,0.0,0.0,1,0,0
160,1.0,1.0,5.0,2.0,4.0,0.0,5.0,3.0,0.0,1.0,6.0,7.0,4.0,1.0,3.0,0.0,3.0,1.0,4.0,0.0,1,1,0
161,1.0,1.0,2.0,1.0,3.0,2.0,3.0,6.0,0.0,2.0,2.0,4.0,5.0,2.0,5.0,2.0,4.0,1.0,1.0,1.0,1,1,0
162,3.0,0.0,0.0,2.0,2.0,3.0,4.0,8.0,0.0,2.0,4.0,4.0,7.0,1.0,6.0,0.0,2.0,1.0,0.0,0.0,1,1,0
163,2.0,3.0,2.0,6.0,2.0,3.0,4.0,2.0,0.0,1.0,4.0,5.0,6.0,7.0,3.0,0.0,1.0,0.0,0.0,1.0,0,1,0
164,0.0,0.0,2.0,2.0,2.0,2.0,1.0,5.0,2.0,3.0,6.0,3.0,6.0,1.0,3.0,1.0,6.0,5.0,2.0,1.0,1,1,1
165,2.0,1.0,5.0,4.0,2.0,1.0,4.0,9.0,1.0,0.0,9.0,4.0,7.0,5.0,4.0,1.0,2.0,2.0,2.0,0.0,1,1,0
166,1.0,1.0,3.0,6.0,1.0,1.0,0.0,9.0,0.0,4.0,0.0,7.0,2.0,2.0,1.0,0.0,1.0,1.0,5.0,4.0,0,1,0
167,4.0,0.0,3.0,2.0,3.0,0.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,5.0,3.0,2.0,2.0,1.0,0.0,3.0,1,1,0
168,5.0,3.0,1.0,6.0,4.0,3.0,5.0,5.0,3.0,1.0,2.0,2.0,4.0,1.0,4.0,2.0,2.0,1.0,3.0,1.0,0,0,0
169,1.0,0.0,1.0,0.0,2.0,1.0,4.0,4.0,0.0,1.0,5.0,2.0,4.0,1.0,4.0,1.0,3.0,1.0,0.0,3.0,1,1,0
170,2.0,0.0,0.0,4.0,2.0,0.0,2.0,5.0,2.0,0.0,6.0,3.0,4.0,4.0,4.0,0.0,3.0,0.0,1.0,0.0,0,1,0
171,4.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,1.0,4.0,5.0,1.0,2.0,5.0,0.0,1.0,3.0,4.0,3.0,5.0,0,0,0
172,2.0,0.0,2.0,1.0,5.0,1.0,5.0,7.0,0.0,0.0,7.0,6.0,5.0,3.0,2.0,1.0,4.0,1.0,0.0,0.0,1,0,0
173,3.0,1.0,4.0,2.0,1.0,2.0,5.0,4.0,2.0,2.0,1.0,3.0,3.0,4.0,1.0,2.0,2.0,3.0,1.0,0.0,1,1,0
174,0.0,2.0,0.0,1.0,1.0,2.0,3.0,0.0,3.0,3.0,5.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,1,1,1
175,1.0,1.0,2.0,4.0,1.0,3.0,5.0,2.0,3.0,4.0,2.0,5.0,6.0,2.0,5.0,0.0,3.0,1.0,3.0,4.0,1,1,1
176,0.0,2.0,3.0,1.0,2.0,4.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,1,1,1
177,1.0,0.0,0.0,5.0,2.0,2.0,3.0,5.0,1.0,3.0,3.0,3.0,5.0,4.0,8.0,1.0,0.0,0.0,4.0,4.0,0,1,0
178,2.0,4.0,4.0,2.0,1.0,2.0,0.0,5.0,0.0,2.0,3.0,3.0,3.0,4.0,0.0,1.0,0.0,0.0,5.0,4.0,0,1,0
179,2.0,2.0,6.0,0.0,6.0,1.0,5.0,9.0,1.0,1.0,7.0,5.0,5.0,1.0,0.0,3.0,9.0,3.0,2.0,0.0,1,0,0
180,4.0,3.0,2.0,3.0,4.0,1.0,9.0,4.0,0.0,1.0,2.0,5.0,7.0,3.0,4.0,1.0,4.0,1.0,2.0,0.0,1,1,0
181,2.0,4.0,5.0,3.0,6.0,1.0,5.0,8.0,0.0,1.0,4.0,5.0,6.0,10.0,0.0,0.0,2.0,2.0,4.0,2.0,1,1,1
182,0.0,1.0,2.0,2.0,5.0,4.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,3.0,1.0,4.0,1.0,3.0,3.0,1,1,1
183,1.0,0.0,4.0,2.0,4.0,1.0,1.0,5.0,0.0,4.0,4.0,3.0,2.0,6.0,2.0,2.0,2.0,0.0,2.0,0.0,0,1,0
184,1.0,1.0,2.0,2.0,5.0,0.0,2.0,1.0,0.0,1.0,5.0,4.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1,1,0
185,1.0,0.0,2.0,2.0,3.0,1.0,5.0,6.0,0.0,0.0,7.0,5.0,2.0,6.0,5.0,1.0,2.0,3.0,0.0,2.0,1,1,0
186,0.0,0.0,4.0,0.0,4.0,3.0,5.0,5.0,2.0,3.0,2.0,2.0,3.0,2.0,6.0,1.0,1.0,0.0,3.0,1.0,1,1,1
187,0.0,1.0,1.0,6.0,2.0,2.0,6.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,6.0,2.0,1.0,1.0,1,1,1
188,1.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,5.0,3.0,1.0,4.0,1.0,3.0,0.0,2.0,1.0,2.0,3.0,1,1,1
189,1.0,1.0,2.0,1.0,2.0,3.0,3.0,8.0,0.0,1.0,2.0,3.0,6.0,3.0,7.0,1.0,0.0,1.0,4.0,1.0,1,1,0
190,3.0,2.0,3.0,2.0,0.0,0.0,4.0,6.0,0.0,1.0,5.0,2.0,4.0,3.0,1.0,2.0,0.0,2.0,2.0,2.0,1,1,0
191,1.0,0.0,0.0,5.0,2.0,3.0,7.0,5.0,3.0,3.0,5.0,4.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,1,1,1
192,0.0,1.0,1.0,5.0,0.0,1.0,5.0,4.0,0.0,2.0,3.0,5.0,5.0,4.0,1.0,0.0,2.0,0.0,3.0,0.0,0,1,0
193,1.0,1.0,3.0,3.0,3.0,0.0,2.0,5.0,0.0,1.0,5.0,4.0,5.0,0.0,2.0,0.0,3.0,2.0,3.0,2.0,1,1,0
194,1.0,3.0,1.0,2.0,4.0,3.0,6.0,9.0,0.0,2.0,4.0,3.0,6.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1,1,0
195,0.0,0.0,2.0,2.0,3.0,2.0,7.0,7.0,0.0,1.0,5.0,4.0,5.0,3.0,4.0,1.0,5.0,4.0,1.0,0.0,1,0,0
196,0.0,2.0,3.0,4.0,1.0,0.0,5.0,4.0,0.0,1.0,2.0,5.0,6.0,5.0,1.0,1.0,4.0,1.0,4.0,2.0,1,1,0
197,2.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,4.0,1.0,0,0,0
198,3.0,0.0,4.0,1.0,0.0,0.0,7.0,5.0,0.0,1.0,1.0,5.0,4.0,2.0,6.0,1.0,3.0,1.0,4.0,2.0,1,1,0
199,1.0,0.0,3.0,0.0,4.0,5.0,4.0,2.0,4.0,4.0,1.0,5.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,1,1,1
200,0.0,1.0,0.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,4.0,4.0,2.0,3.0,2.0,0.0,2.0,1.0,3.0,2.0,1,1,1
201,0.0,1.0,2.0,4.0,1.0,0.0,3.0,5.0,1.0,4.0,2.0,4.0,5.0,3.0,2.0,0.0,2.0,0.0,6.0,5.0,0,1,0
202,0.0,3.0,1.0,5.0,1.0,2.0,1.0,5.0,2.0,3.0,2.0,4.0,5.0,5.0,5.0,0.0,1.0,0.0,5.0,1.0,0,1,0
203,0.0,2.0,5.0,0.0,6.0,1.0,7.0,6.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,5.0,2.0,1.0,1,1,1
204,1.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,4.0,3.0,0.0,1.0,2.0,1.0,2.0,1.0,0,0,0
205,1.0,1.0,2.0,3.0,2.0,0.0,6.0,9.0,1.0,5.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,0.0,5.0,0.0,1,1,0
206,0.0,2.0,3.0,1.0,3.0,2.0,4.0,7.0,0.0,0.0,3.0,5.0,4.0,2.0,1.0,2.0,5.0,4.0,0.0,0.0,1,0,0
207,1.0,3.0,3.0,2.0,3.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,7.0,3.0,3.0,0.0,2.0,3.0,0.0,0.0,1,1,0
208,1.0,6.0,1.0,4.0,2.0,3.0,4.0,3.0,0.0,4.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,1,1,1
209,0.0,3.0,3.0,3.0,4.0,1.0,5.0,5.0,7.0,0.0,1.0,6.0,6.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,1,1,1
210,2.0,1.0,2.0,2.0,4.0,1.0,4.0,4.0,0.0,2.0,8.0,3.0,1.0,4.0,5.0,0.0,2.0,1.0,1.0,0.0,1,1,0
211,0.0,4.0,4.0,5.0,3.0,0.0,4.0,6.0,0.0,3.0,3.0,7.0,5.0,3.0,4.0,2.0,0.0,1.0,4.0,0.0,1,1,0
212,1.0,1.0,3.0,1.0,3.0,1.0,5.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,5.0,5.0,5.0,1,1,1
213,1.0,0.0,6.0,2.0,4.0,0.0,0.0,5.0,0.0,2.0,5.0,7.0,3.0,3.0,9.0,3.0,3.0,1.0,1.0,2.0,1,1,0
214,0.0,1.0,4.0,6.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,8.0,6.0,3.0,3.0,1.0,0.0,0.0,4.0,2.0,0,1,0
215,2.0,4.0,2.0,7.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,1.0,3.0,2.0,3.0,4.0,2.0,0,0,0
216,1.0,3.0,1.0,2.0,2.0,0.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1,1,1
217,1.0,1.0,10.0,0.0,3.0,0.0,7.0,5.0,0.0,0.0,3.0,6.0,2.0,1.0,2.0,0.0,5.0,1.0,0.0,1.0,1,0,0
218,2.0,2.0,3.0,2.0,3.0,0.0,5.0,5.0,0.0,1.0,4.0,5.0,6.0,2.0,5.0,0.0,7.0,1.0,1.0,0.0,1,1,0
219,1.0,4.0,5.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,6.0,7.0,5.0,2.0,3.0,1.0,1.0,2.0,4.0,1,1,0
220,1.0,4.0,1.0,3.0,5.0,1.0,5.0,2.0,1.0,2.0,3.0,1.0,7.0,1.0,6.0,1.0,1.0,0.0,0.0,1.0,1,1,0
221,0.0,0.0,2.0,2.0,1.0,1.0,1.0,7.0,0.0,2.0,3.0,7.0,4.0,0.0,7.0,0.0,2.0,0.0,3.0,3.0,0,1,0
222,0.0,1.0,1.0,2.0,4.0,0.0,2.0,4.0,0.0,1.0,5.0,2.0,3.0,3.0,7.0,0.0,2.0,0.0,2.0,4.0,1,1,0
223,2.0,1.0,0.0,1.0,5.0,2.0,4.0,3.0,0.0,1.0,6.0,5.0,5.0,1.0,2.0,2.0,0.0,1.0,5.0,0.0,1,1,0
224,3.0,0.0,2.0,0.0,3.0,1.0,3.0,8.0,0.0,0.0,3.0,6.0,3.0,1.0,3.0,0.0,7.0,3.0,0.0,1.0,1,0,0
225,1.0,3.0,4.0,5.0,2.0,1.0,3.0,3.0,0.0,0.0,4.0,10.0,8.0,2.0,7.0,2.0,0.0,1.0,3.0,3.0,1,1,0
226,1.0,0.0,9.0,3.0,4.0,1.0,9.0,6.0,0.0,0.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,8.0,0.0,1.0,1,0,0
227,1.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1,1,1
228,0.0,2.0,2.0,1.0,0.0,1.0,2.0,3.0,1.0,3.0,2.0,4.0,5.0,2.0,3.0,2.0,2.0,5.0,0.0,3.0,1,1,1
229,1.0,3.0,1.0,5.0,5.0,0.0,0.0,7.0,1.0,3.0,1.0,1.0,7.0,10.0,3.0,1.0,1.0,0.0,3.0,7.0,0,1,0
230,2.0,0.0,4.0,3.0,3.0,2.0,2.0,5.0,0.0,2.0,1.0,2.0,7.0,6.0,2.0,0.0,2.0,2.0,4.0,1.0,1,1,0
231,0.0,2.0,2.0,3.0,5.0,1.0,2.0,9.0,0.0,1.0,1.0,5.0,6.0,4.0,5.0,4.0,1.0,5.0,1.0,1.0,1,1,0
232,1.0,1.0,3.0,5.0,6.0,0.0,2.0,7.0,0.0,4.0,2.0,4.0,1.0,4.0,3.0,0.0,0.0,0.0,3.0,0.0,0,1,0
233,0.0,3.0,0.0,4.0,3.0,0.0,2.0,3.0,0.0,3.0,1.0,2.0,2.0,6.0,7.0,1.0,1.0,0.0,1.0,1.0,0,1,0
234,0.0,2.0,2.0,0.0,3.0,5.0,5.0,2.0,3.0,0.0,1.0,2.0,4.0,7.0,2.0,1.0,3.0,2.0,1.0,3.0,0,0,0
235,2.0,0.0,5.0,3.0,5.0,3.0,5.0,3.0,1.0,4.0,1.0,2.0,7.0,3.0,2.0,2.0,2.0,0.0,4.0,0.0,1,1,0
236,3.0,2.0,2.0,1.0,3.0,0.0,4.0,2.0,4.0,5.0,2.0,2.0,5.0,3.0,4.0,2.0,1.0,4.0,3.0,3.0,0,0,0
237,0.0,0.0,4.0,1.0,2.0,3.0,2.0,4.0,0.0,4.0,4.0,3.0,9.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,1,1,1
238,2.0,3.0,0.0,3.0,4.0,2.0,0.0,11.0,1.0,3.0,2.0,7.0,8.0,4.0,2.0,1.0,2.0,0.0,5.0,2.0,0,1,0
239,0.0,1.0,6.0,7.0,3.0,1.0,0.0,3.0,1.0,4.0,2.0,3.0,3.0,6.0,7.0,0.0,1.0,1.0,5.0,3.0,0,1,0
240,1.0,1.0,4.0,3.0,2.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,3.0,2.0,3.0,0.0,4.0,2.0,1.0,1.0,1,1,1
241,0.0,1.0,1.0,6.0,1.0,0.0,2.0,5.0,1.0,1.0,2.0,4.0,4.0,3.0,2.0,1.0,2.0,0.0,2.0,4.0,0,1,0
242,1.0,4.0,2.0,7.0,1.0,0.0,0.0,5.0,0.0,4.0,0.0,3.0,9.0,4.0,4.0,2.0,0.0,2.0,7.0,3.0,0,1,0
243,1.0,4.0,1.0,6.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,3.0,1.0,6.0,2.0,5.0,6.0,3.0,3.0,0,0,0
244,2.0,1.0,2.0,3.0,2.0,1.0,3.0,4.0,1.0,2.0,6.0,8.0,5.0,3.0,4.0,0.0,4.0,2.0,2.0,2.0,1,1,1
245,2.0,2.0,2.0,5.0,2.0,1.0,3.0,5.0,0.0,1.0,2.0,6.0,3.0,3.0,4.0,0.0,2.0,0.0,4.0,7.0,0,1,0
246,0.0,2.0,5.0,1.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,6.0,1.0,1.0,7.0,1.0,2.0,1.0,3.0,1.0,1,1,0
247,1.0,6.0,0.0,6.0,3.0,1.0,3.0,5.0,0.0,2.0,7.0,5.0,9.0,3.0,6.0,1.0,1.0,2.0,3.0,1.0,0,1,0
248,2.0,0.0,1.0,5.0,5.0,1.0,6.0,3.0,0.0,0.0,2.0,6.0,8.0,3.0,3.0,1.0,2.0,1.0,0.0,2.0,1,1,0
249,2.0,1.0,0.0,5.0,2.0,1.0,4.0,5.0,0.0,1.0,4.0,6.0,4.0,3.0,2.0,2.0,7.0,0.0,3.0,6.0,1,1,0
250,1.0,2.0,1.0,2.0,2.0,0.0,6.0,2.0,1.0,1.0,4.0,3.0,4.0,1.0,3.0,4.0,1.0,0.0,2.0,2.0,1,1,0
251,1.0,0.0,1.0,1.0,1.0,0.0,4.0,10.0,3.0,2.0,4.0,1.0,4.0,2.0,4.0,0.0,2.0,1.0,5.0,5.0,1,1,1
252,0.0,0.0,2.0,3.0,0.0,1.0,4.0,4.0,3.0,3.0,2.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1,1,0
253,2.0,3.0,1.0,5.0,4.0,5.0,1.0,7.0,1.0,4.0,4.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,2.0,2.0,0,0,0
254,0.0,1.0,3.0,3.0,0.0,0.0,5.0,7.0,0.0,3.0,0.0,5.0,7.0,2.0,8.0,1.0,1.0,2.0,2.0,0.0,1,1,0
255,4.0,2.0,2.0,6.0,8.0,0.0,3.0,3.0,1.0,1.0,0.0,7.0,2.0,5.0,2.0,0.0,3.0,4.0,0.0,1.0,1,1,0
256,1.0,3.0,2.0,4.0,3.0,1.0,0.0,2.0,1.0,2.0,0.0,5.0,5.0,1.0,6.0,1.0,1.0,0.0,3.0,2.0,0,1,0
257,1.0,4.0,3.0,3.0,2.0,0.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,1,1,1
258,0.0,1.0,4.0,4.0,3.0,1.0,5.0,3.0,0.0,2.0,5.0,4.0,0.0,0.0,3.0,0.0,2.0,1.0,2.0,2.0,1,1,0
259,1.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,0.0,1.0,1.0,5.0,5.0,2.0,2.0,0.0,5.0,2.0,0.0,0.0,1,0,0
260,2.0,1.0,2.0,5.0,6.0,1.0,3.0,8.0,0.0,0.0,1.0,6.0,4.0,2.0,8.0,1.0,4.0,1.0,2.0,3.0,1,1,0
261,0.0,1.0,1.0,3.0,3.0,0.0,3.0,6.0,1.0,3.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,1.0,2.0,1,1,0
262,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,5.0,5.0,4.0,4.0,0.0,3.0,3.0,2.0,0.0,1,1,0
263,1.0,2.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,0.0,3.0,8.0,0.0,3.0,0.0,1.0,1.0,3.0,0.0,1,1,1
264,4.0,0.0,6.0,1.0,3.0,1.0,10.0,4.0,0.0,0.0,4.0,9.0,5.0,3.0,3.0,3.0,3.0,6.0,1.0,0.0,1,0,0
265,2.0,0.0,5.0,3.0,4.0,0.0,7.0,5.0,0.0,2.0,1.0,6.0,4.0,3.0,5.0,2.0,2.0,1.0,2.0,0.0,1,1,0
266,0.0,3.0,2.0,0.0,2.0,2.0,2.0,5.0,0.0,1.0,1.0,5.0,6.0,2.0,6.0,0.0,3.0,1.0,3.0,0.0,1,1,0
267,3.0,2.0,1.0,4.0,5.0,1.0,1.0,4.0,1.0,2.0,1.0,6.0,6.0,7.0,6.0,1.0,1.0,1.0,0.0,0.0,1,1,0
268,1.0,1.0,1.0,5.0,3.0,3.0,4.0,4.0,1.0,2.0,5.0,4.0,2.0,6.0,5.0,2.0,1.0,1.0,2.0,0.0,1,1,0
269,1.0,3.0,1.0,1.0,3.0,0.0,3.0,4.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,0,0,0
270,2.0,1.0,4.0,1.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,5.0,4.0,3.0,0.0,2.0,3.0,4.0,1.0,1,1,1
271,2.0,2.0,2.0,6.0,5.0,1.0,2.0,4.0,0.0,4.0,8.0,1.0,8.0,2.0,2.0,0.0,2.0,0.0,6.0,2.0,1,1,0
272,1.0,3.0,6.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,7.0,0.0,1.0,1.0,2.0,7.0,2.0,6.0,1.0,0,0,0
273,0.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,0.0,2.0,6.0,6.0,4.0,0.0,6.0,0.0,0.0,2.0,1.0,1.0,1,1,0
274,5.0,5.0,4.0,1.0,3.0,5.0,1.0,4.0,3.0,2.0,4.0,3.0,3.0,0.0,1.0,3.0,1.0,4.0,1.0,1.0,0,0,0
275,0.0,2.0,1.0,5.0,4.0,1.0,4.0,4.0,0.0,2.0,1.0,7.0,6.0,5.0,3.0,2.0,0.0,1.0,1.0,3.0,1,1,0
276,1.0,1.0,1.0,4.0,5.0,0.0,4.0,7.0,0.0,2.0,5.0,3.0,2.0,3.0,8.0,1.0,3.0,2.0,5.0,0.0,1,1,0
277,2.0,2.0,2.0,4.0,1.0,0.0,1.0,8.0,0.0,3.0,3.0,7.0,8.0,3.0,4.0,0.0,5.0,0.0,1.0,1.0,0,1,0
278,3.0,1.0,4.0,7.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,4.0,5.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0,1,0
279,3.0,1.0,1.0,1.0,6.0,2.0,4.0,8.0,0.0,1.0,4.0,3.0,4.0,5.0,6.0,1.0,7.0,4.0,0.0,1.0,1,0,0
280,1.0,1.0,1.0,8.0,1.0,0.0,5.0,3.0,2.0,1.0,8.0,3.0,3.0,4.0,6.0,1.0,1.0,0.0,0.0,3.0,0,1,0
281,0.0,1.0,1.0,2.0,0.0,2.0,2.0,5.0,1.0,1.0,4.0,5.0,5.0,5.0,4.0,0.0,1.0,0.0,4.0,2.0,0,1,0
282,2.0,1.0,3.0,4.0,3.0,0.0,5.0,3.0,0.0,1.0,6.0,3.0,1.0,0.0,8.0,2.0,2.0,2.0,0.0,0.0,1,1,0
283,3.0,2.0,3.0,0.0,2.0,0.0,6.0,5.0,0.0,0.0,3.0,1.0,3.0,0.0,3.0,2.0,1.0,6.0,0.0,1.0,1,0,0
284,1.0,2.0,1.0,7.0,1.0,0.0,2.0,8.0,1.0,3.0,7.0,2.0,6.0,3.0,4.0,2.0,2.0,0.0,2.0,4.0,0,1,0
285,0.0,1.0,2.0,3.0,8.0,0.0,3.0,4.0,1.0,1.0,1.0,6.0,3.0,1.0,2.0,3.0,4.0,2.0,2.0,0.0,1,1,0
286,3.0,0.0,3.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,3.0,5.0,4.0,2.0,6.0,2.0,5.0,4.0,1.0,0.0,1,1,0
287,3.0,3.0,4.0,3.0,3.0,1.0,3.0,6.0,3.0,2.0,5.0,2.0,3.0,1.0,0.0,3.0,2.0,4.0,1.0,1.0,0,0,0
288,0.0,1.0,0.0,4.0,3.0,0.0,5.0,5.0,0.0,1.0,1.0,4.0,3.0,1.0,3.0,0.0,3.0,1.0,4.0,1.0,1,1,0
289,4.0,1.0,2.0,4.0,6.0,2.0,1.0,5.0,1.0,0.0,2.0,5.0,3.0,4.0,1.0,1.0,3.0,0.0,1.0,0.0,1,1,0
290,0.0,3.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,4.0,5.0,2.0,5.0,4.0,5.0,1.0,0.0,2.0,2.0,4.0,0,1,0
291,4.0,1.0,6.0,1.0,3.0,0.0,4.0,3.0,0.0,0.0,6.0,3.0,5.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,1,0,0
292,2.0,4.0,1.0,1.0,0.0,3.0,3.0,1.0,3.0,4.0,5.0,2.0,5.0,2.0,2.0,5.0,3.0,1.0,4.0,2.0,0,0,0
293,1.0,0.0,1.0,4.0,1.0,0.0,3.0,4.0,2.0,2.0,3.0,1.0,5.0,3.0,7.0,1.0,2.0,2.0,3.0,0.0,1,1,0
294,2.0,3.0,5.0,0.0,1.0,1.0,4.0,6.0,0.0,2.0,2.0,4.0,8.0,2.0,2.0,0.0,2.0,1.0,5.0,1.0,0,1,0
295,1.0,3.0,5.0,2.0,6.0,2.0,2.0,5.0,0.0,2.0,1.0,4.0,6.0,4.0,4.0,2.0,2.0,0.0,1.0,0.0,1,1,0
296,1.0,3.0,3.0,3.0,0.0,0.0,3.0,5.0,1.0,3.0,3.0,5.0,2.0,4.0,5.0,1.0,2.0,1.0,0.0,2.0,1,1,0
297,0.0,2.0,3.0,3.0,2.0,0.0,2.0,5.0,0.0,0.0,2.0,3.0,4.0,1.0,4.0,1.0,2.0,1.0,0.0,0.0,1,1,0
298,2.0,2.0,4.0,4.0,7.0,0.0,2.0,3.0,0.0,3.0,3.0,3.0,7.0,1.0,2.0,0.0,3.0,3.0,2.0,0.0,1,1,0
299,3.0,2.0,2.0,2.0,5.0,1.0,5.0,6.0,0.0,0.0,4.0,8.0,1.0,1.0,2.0,0.0,2.0,4.0,0.0,1.0,1,0,0
300,0.0,3.0,1.0,3.0,1.0,0.0,2.0,7.0,1.0,1.0,9.0,4.0,9.0,6.0,4.0,0.0,1.0,0.0,4.0,2.0,0,1,0
301,0.0,0.0,0.0,5.0,4.0,0.0,5.0,3.0,5.0,5.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,4.0,2.0,3.0,1,1,1
302,1.0,0.0,3.0,5.0,2.0,0.0,1.0,5.0,4.0,3.0,7.0,3.0,2.0,4.0,10.0,0.0,0.0,0.0,6.0,0.0,0,1,0
303,2.0,4.0,2.0,2.0,1.0,4.0,3.0,1.0,2.0,0.0,2.0,4.0,3.0,5.0,1.0,0.0,3.0,1.0,4.0,7.0,0,0,0
304,2.0,0.0,3.0,2.0,0.0,2.0,5.0,0.0,1.0,1.0,6.0,0.0,6.0,2.0,1.0,0.0,4.0,3.0,5.0,2.0,1,1,1
305,2.0,3.0,4.0,0.0,2.0,1.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,1.0,4.0,2.0,3.0,3.0,2.0,1.0,0,0,0
306,0.0,3.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,10.0,2.0,3.0,6.0,0.0,2.0,0.0,2.0,1.0,0,1,0
307,3.0,2.0,1.0,5.0,3.0,4.0,5.0,4.0,3.0,3.0,6.0,2.0,7.0,0.0,4.0,6.0,2.0,1.0,1.0,5.0,0,0,0
308,2.0,3.0,4.0,1.0,3.0,4.0,1.0,3.0,5.0,5.0,2.0,2.0,0.0,3.0,5.0,1.0,2.0,1.0,2.0,3.0,1,1,1
309,2.0,1.0,5.0,2.0,0.0,3.0,5.0,2.0,2.0,1.0,4.0,4.0,5.0,1.0,2.0,6.0,4.0,4.0,0.0,0.0,1,0,0
310,0.0,2.0,3.0,9.0,3.0,3.0,0.0,3.0,1.0,2.0,1.0,3.0,7.0,2.0,8.0,0.0,0.0,3.0,2.0,3.0,0,1,0
311,0.0,1.0,0.0,4.0,4.0,2.0,6.0,8.0,1.0,1.0,9.0,3.0,6.0,6.0,5.0,3.0,4.0,0.0,2.0,1.0,1,1,0
