headbreadth,headcircumference,headlength,tragiontopofhead,n_hairs,measurement_error
156,574,196,136,100012.30558199956,0.1
148,578,204,140,99988.18896827227,0.1
146,559,196,125,99995.40069895565,0.1
150,570,201,133,99992.09200046225,0.1
150,566,192,127,100012.23722211961,0.1
156,587,204,137,99999.40632097454,0.1
154,570,195,127,100014.4898940416,0.1
159,580,193,139,99995.22419145344,0.1
150,568,197,126,100000.25999994186,0.1
153,588,208,127,99986.51303553203,0.1
154,553,193,128,100013.02535536488,0.1
153,578,201,128,99996.37387912422,0.1
150,571,196,128,99985.14843548674,0.1
150,595,211,130,99994.07538714846,0.1
153,561,198,124,99976.9509206223,0.1
155,565,196,130,99999.68182827301,0.1
155,561,198,122,100001.12487742414,0.1
163,608,213,136,100002.88078167006,0.1
149,559,196,140,100014.98108183577,0.1
149,578,203,132,99996.99023846044,0.1
153,585,205,125,100008.07455917004,0.1
150,575,199,133,100003.12238689011,0.1
155,577,201,130,99998.06678359525,0.1
153,564,199,127,99979.23197978076,0.1
150,572,196,130,100009.47501167344,0.1
153,583,202,125,99994.96026050857,0.1
160,594,202,127,100000.17955891653,0.1
155,549,191,134,99987.29539223618,0.1
158,569,197,127,100002.82995533812,0.1
147,571,198,133,100001.08030817313,0.1
149,575,207,135,100000.29417618972,0.1
144,550,196,131,99998.65206870703,0.1
156,578,202,130,100010.49218290752,0.1
156,580,205,130,100009.66220862578,0.1
152,588,207,134,100007.2591685252,0.1
159,592,207,140,100033.21078756172,0.1
150,577,204,129,99993.99774669623,0.1
148,566,202,119,99996.20482484467,0.1
151,556,197,127,99989.85196309141,0.1
159,575,204,125,100004.35986196296,0.1
151,577,198,133,99993.1251260694,0.1
154,579,204,125,99973.01638258334,0.1
158,579,198,128,99987.86661874173,0.1
153,614,210,139,100000.72251899156,0.1
155,566,198,132,100010.09787334947,0.1
170,606,205,130,99984.43058442137,0.1
154,579,204,126,99993.87557871717,0.1
154,566,199,126,99998.60648194546,0.1
152,569,201,134,99992.71462510576,0.1
159,590,206,140,100005.31163793457,0.1
150,558,196,133,100000.04000841976,0.1
146,570,200,125,100003.21265914485,0.1
158,598,211,128,99992.74785074254,0.1
152,537,186,126,100015.36536328023,0.1
146,590,208,133,99999.99624991242,0.1
151,570,195,127,100012.93549620664,0.1
150,557,188,131,99995.61002336332,0.1
150,550,193,116,100005.9003946416,0.1
158,570,198,137,99993.20616217004,0.1
152,575,203,138,99990.4909074895,0.1
157,589,208,124,99992.95649668477,0.1
154,588,207,142,99999.54133313929,0.1
151,559,197,119,99997.81266541033,0.1
158,560,193,141,100015.39207009657,0.1
156,593,209,135,99988.51295770363,0.1
156,567,197,129,99989.09661667544,0.1
145,550,184,127,100017.00188146645,0.1
150,563,194,130,100006.08783658908,0.1
159,570,194,125,99981.18589132834,0.1
152,561,196,125,100004.97269098644,0.1
152,592,211,127,100002.3733269934,0.1
148,536,182,122,99978.55555953273,0.1
154,553,189,140,99996.30437574662,0.1
154,584,202,128,99999.82545048164,0.1
172,590,205,129,100007.31402517123,0.1
154,569,200,137,100009.54495666547,0.1
151,556,193,129,100000.95746771114,0.1
163,582,201,135,100010.33450803264,0.1
150,573,200,124,99998.53726725387,0.1
165,579,199,126,99991.4250317526,0.1
148,553,194,129,99990.65818156852,0.1
150,568,195,131,100005.42645294567,0.1
147,567,197,119,99980.418309144,0.1
166,574,196,135,100006.77807571119,0.1
153,577,197,122,99988.93426932607,0.1
154,601,212,130,99996.4077590429,0.1
151,543,183,125,100005.05381902753,0.1
154,587,206,126,100012.17940900801,0.1
162,588,204,127,99980.59319035636,0.1
152,572,198,125,99991.93821788047,0.1
157,593,212,133,100000.49061692374,0.1
157,568,197,140,99994.03913665412,0.1
158,603,212,133,100008.6162310134,0.1
154,579,203,129,99979.13609434543,0.1
158,605,209,128,100003.61801640573,0.1
150,576,206,134,100004.25920176505,0.1
160,582,201,126,100000.49080397142,0.1
160,590,201,125,100011.02236732586,0.1
154,565,192,128,99987.70425746453,0.1
152,588,206,132,100011.0861675799,0.1
144,558,201,121,99992.9707959709,0.1
159,586,205,131,100007.2555051808,0.1
156,582,206,130,99996.75795780515,0.1
159,582,202,124,100008.14343129151,0.1
165,601,205,136,100007.8046992976,0.1
166,606,212,134,99985.3594642642,0.1
153,561,198,121,99998.45508806188,0.1
147,550,194,133,99999.07567681457,0.1
147,538,186,125,99997.62124734544,0.1
148,576,206,130,99992.44337234898,0.1
152,570,206,134,100018.51437894574,0.1
149,562,200,133,100002.09096676577,0.1
164,580,198,140,100015.55015994332,0.1
149,584,206,123,99994.30851346489,0.1
158,565,194,124,99989.38203238687,0.1
155,574,204,131,100001.3224777892,0.1
152,563,197,120,99994.36763395883,0.1
156,577,205,122,100023.90145962332,0.1
163,573,197,128,100002.45422849187,0.1
157,560,188,131,100011.52599135009,0.1
155,577,202,129,99997.75764227877,0.1
157,573,196,126,99996.7393869424,0.1
154,595,211,139,99999.69088582396,0.1
155,578,198,126,100003.55717261577,0.1
155,586,208,133,100008.49586845096,0.1
157,570,199,131,99998.77845984887,0.1
156,568,200,125,99993.19148425982,0.1
151,584,211,138,99989.32123423512,0.1
174,615,213,144,99999.23320637293,0.1
153,568,203,120,100005.72962725957,0.1
157,568,188,129,100004.5794707631,0.1
164,587,199,134,99999.82182450945,0.1
155,584,207,130,99993.99861200764,0.1
150,563,199,130,100001.46765263387,0.1
147,557,187,126,100005.71804878864,0.1
144,564,195,127,99999.63182343484,0.1
154,564,198,128,100001.12368488793,0.1
160,589,201,138,99998.4949567435,0.1
155,575,200,122,100009.15499268065,0.1
158,574,202,126,99995.6179973266,0.1
155,563,199,121,100001.85535620966,0.1
152,580,200,139,100003.94428030011,0.1
156,576,205,130,100007.25522558251,0.1
164,608,210,145,100014.95884765883,0.1
157,583,202,130,100006.75453809203,0.1
150,560,194,132,100005.99213235462,0.1
159,580,201,129,99985.2976291098,0.1
155,577,204,136,100006.06403944305,0.1
147,545,192,119,100022.93717612355,0.1
154,584,208,123,99991.69989014431,0.1
157,582,204,128,99989.80480150596,0.1
155,593,207,135,99997.85346157776,0.1
156,547,190,136,100010.21248126098,0.1
153,577,203,127,100005.24750492297,0.1
167,603,206,130,99995.2287579353,0.1
153,603,210,135,99999.64009818273,0.1
161,586,200,136,100010.37038981773,0.1
151,572,200,117,100006.72619748118,0.1
157,576,203,134,100024.28876969524,0.1
149,565,195,124,100010.05686680312,0.1
158,552,186,122,100003.53567216004,0.1
163,585,208,135,100006.14726275828,0.1
157,570,194,129,99996.51015809084,0.1
153,566,197,125,99990.22226998468,0.1
153,565,192,116,100001.71957132168,0.1
147,578,208,126,100004.9056104381,0.1
157,579,198,130,99986.04716974935,0.1
146,560,194,127,99994.77643534863,0.1
154,568,196,134,99996.3074409817,0.1
154,595,209,132,100002.65642402516,0.1
160,587,204,124,99997.39533941136,0.1
153,570,196,125,100004.45096710343,0.1
164,586,211,131,100000.98112246222,0.1
150,560,194,127,100010.60327509156,0.1
157,566,196,140,99982.88832340376,0.1
153,574,200,136,100016.57124638042,0.1
177,615,208,137,100014.17674013,0.1
147,567,201,130,100000.50317086148,0.1
154,548,185,138,100006.50323214252,0.1
155,594,212,135,100006.06548400414,0.1
153,554,192,120,99992.6271037224,0.1
153,552,193,127,100001.6466506585,0.1
153,570,199,120,100007.781741791,0.1
155,580,202,128,100003.09816758607,0.1
151,572,204,134,100010.5132076785,0.1
153,583,206,129,100000.94996110069,0.1
156,575,198,133,100000.80750988623,0.1
154,540,183,113,99992.32196253976,0.1
159,577,198,132,99996.35461950293,0.1
153,585,207,127,99995.40282318962,0.1
157,566,198,130,100017.05483517757,0.1
155,568,203,124,100002.40505552148,0.1
148,568,201,125,99990.00573498642,0.1
160,600,213,130,100003.98598388162,0.1
157,588,207,125,99998.07996303367,0.1
147,547,185,131,99969.46235619574,0.1
151,570,198,135,100004.79852371155,0.1
166,590,200,131,99984.47301216824,0.1
156,580,206,127,100005.78464420256,0.1
146,563,203,114,99990.3873640097,0.1
161,610,215,134,99985.41675539607,0.1
156,576,202,130,100004.94341650982,0.1
150,585,211,130,99985.05806234725,0.1
156,567,194,123,99995.53300796523,0.1
158,578,196,144,100002.0437739492,0.1
155,553,192,123,100006.12232523126,0.1
154,574,197,139,100007.4488453644,0.1
147,556,195,129,99999.63718711447,0.1
154,577,196,124,99991.67604652312,0.1
157,577,206,136,100019.23815425973,0.1
153,578,204,135,99993.94018679461,0.1
152,582,207,120,100018.03588981488,0.1
153,580,211,118,99995.47475026717,0.1
161,557,194,128,100011.61285693344,0.1
170,578,193,139,100010.69965538949,0.1
166,552,183,130,99989.54465752623,0.1
155,560,197,114,100003.55284507008,0.1
158,554,187,132,100007.55392029189,0.1
166,570,192,140,100007.00982121524,0.1
158,587,202,140,99998.01062549716,0.1
157,586,205,125,100003.01960045406,0.1
161,608,211,132,99996.05310319003,0.1
162,554,192,139,99988.28186620779,0.1
159,573,196,134,100009.8401223694,0.1
152,567,197,133,99994.4031857808,0.1
154,574,197,123,100013.79758191605,0.1
163,589,198,127,100006.02450901241,0.1
160,567,187,135,99991.07353326488,0.1
152,581,202,127,99998.38801680462,0.1
158,600,203,120,99997.13615084604,0.1
157,585,202,132,99991.29112350347,0.1
157,585,204,127,100005.01429589893,0.1
152,565,198,124,99995.2138592614,0.1
151,575,207,138,100016.31691513633,0.1
172,617,208,130,100008.6089124102,0.1
157,578,203,135,99991.1981093546,0.1
166,574,192,138,99999.80999478453,0.1
157,566,197,137,99997.73239807833,0.1
162,590,202,130,99984.35492146187,0.1
153,577,196,126,100009.31255678767,0.1
158,577,199,128,100009.49808815213,0.1
154,547,185,131,100009.25501214703,0.1
157,581,199,132,99995.43012142408,0.1
154,580,204,134,100010.68985971619,0.1
153,582,202,131,99997.90247064576,0.1
154,573,200,127,100009.35147779589,0.1
168,597,200,140,100018.12527815117,0.1
153,568,198,135,100001.40109881305,0.1
150,580,204,117,99985.80851222856,0.1
156,572,199,124,99996.83098803472,0.1
151,582,205,137,100006.40985866383,0.1
147,575,199,128,100012.19874379029,0.1
156,566,202,127,99988.66207964605,0.1
154,553,192,116,99998.0945170234,0.1
149,573,203,133,100002.3333912626,0.1
155,587,205,123,100004.34998324263,0.1
161,593,204,137,100009.10423603003,0.1
162,599,198,136,99990.51560343547,0.1
157,559,188,131,99995.76521702773,0.1
153,569,200,137,100010.079664776,0.1
164,595,204,139,100003.92334911122,0.1
158,579,198,134,100004.48380650784,0.1
145,567,193,130,100011.25323498664,0.1
153,557,190,129,100001.04053389707,0.1
148,594,208,129,100005.28003422072,0.1
152,568,197,127,99996.85436138084,0.1
154,554,191,124,99986.54989979732,0.1
155,590,206,136,99987.0474211472,0.1
163,544,183,120,100000.74320553684,0.1
149,575,201,124,99998.00439282003,0.1
146,555,201,124,99993.45396831474,0.1
156,564,202,127,100003.1801429642,0.1
156,590,206,130,99991.09728447892,0.1
157,603,211,148,100001.11337266382,0.1
143,547,192,127,99999.8047744168,0.1
157,596,209,132,99991.60011085386,0.1
154,586,208,141,99977.01794119463,0.1
156,592,208,134,100014.56527386473,0.1
154,586,204,126,100003.16637235704,0.1
154,583,200,127,99973.35874060738,0.1
160,570,188,130,99995.73571382367,0.1
154,584,207,136,100003.93787731248,0.1
147,553,192,130,99997.71859309301,0.1
155,540,187,128,100005.80330112604,0.1
149,574,201,127,99990.26732414751,0.1
147,561,196,125,100001.75167729217,0.1
160,596,205,128,99999.46516307264,0.1
156,580,202,120,99998.16938013038,0.1
160,582,203,128,99997.78971098214,0.1
153,571,199,124,100001.99759555193,0.1
158,603,208,139,100009.32721413688,0.1
146,572,201,132,99994.698801998,0.1
159,578,196,133,99995.92759975989,0.1
146,566,198,119,100001.60564991744,0.1
154,592,206,133,99998.79850024369,0.1
153,581,206,126,100003.85602292344,0.1
151,585,209,125,100007.18290735756,0.1
146,550,193,125,100012.9118890285,0.1
161,577,202,127,99998.83555851727,0.1
158,578,200,134,99977.2270200334,0.1
163,590,200,132,99999.30375460543,0.1
156,597,204,133,100003.53870426882,0.1
157,592,202,134,99998.13044983467,0.1
150,563,197,124,99998.46763838232,0.1
141,578,203,120,99975.67491487351,0.1
153,564,199,133,100005.07984336617,0.1
156,574,196,127,99996.7596767098,0.1
153,573,203,130,99984.8892339209,0.1
152,575,203,131,99991.28577934405,0.1
155,589,205,136,99991.35170058536,0.1
147,566,202,127,100006.0874908234,0.1
150,570,202,135,100005.61638096524,0.1
157,559,182,124,100015.14750382482,0.1
156,560,189,129,100006.47924812313,0.1
143,561,199,134,99986.48350614682,0.1
153,574,197,138,99985.90790723528,0.1
163,606,208,135,100011.3072535453,0.1
154,578,199,136,100015.66686201096,0.1
153,594,212,133,99997.62251901855,0.1
165,622,215,148,100005.58802988184,0.1
156,579,200,126,99984.9510871622,0.1
157,555,185,116,99980.56078241668,0.1
155,568,195,126,99988.25976323457,0.1
160,587,197,125,99996.42812474396,0.1
162,578,196,118,99994.78623614591,0.1
146,550,196,128,99997.69885936547,0.1
149,552,193,126,99995.08985567301,0.1
166,630,217,143,100006.7930114495,0.1
154,576,201,132,100014.27546951328,0.1
156,602,208,140,100000.3619746276,0.1
150,585,206,139,100020.29997487439,0.1
153,605,211,135,99993.655952897,0.1
161,594,208,135,99994.74896606061,0.1
150,590,211,127,100003.87734662744,0.1
155,576,198,131,99996.45201237989,0.1
160,590,202,128,100011.77052255775,0.1
161,588,197,131,99993.58892184803,0.1
158,580,206,129,100013.22693985107,0.1
154,574,202,137,100001.94175016294,0.1
160,584,202,138,100025.65452780717,0.1
157,567,200,129,99995.35885094352,0.1
159,575,196,138,99997.97306092293,0.1
161,596,204,137,100001.45651817287,0.1
154,570,200,130,99978.18972032916,0.1
153,576,201,135,100006.02265127539,0.1
140,548,198,128,100004.80846113263,0.1
149,583,200,134,100001.09318363904,0.1
153,550,191,127,99984.55604218613,0.1
161,586,199,131,99984.53438960033,0.1
151,567,201,136,100005.866185186,0.1
158,593,207,126,100011.75178687557,0.1
145,588,214,134,100015.94464631822,0.1
162,614,212,138,99991.0455847605,0.1
162,577,192,121,99989.6920197224,0.1
152,568,200,145,99997.28061200316,0.1
151,538,182,129,99980.24269858126,0.1
161,590,206,136,99994.11068823957,0.1
157,584,206,128,100008.51789637515,0.1
149,544,186,130,100016.34602501368,0.1
156,571,195,126,100002.79155453636,0.1
152,560,188,136,100016.40553648556,0.1
154,590,204,136,100004.10872938,0.1
145,541,187,125,100001.9136391514,0.1
156,587,206,145,99998.28558812523,0.1
154,606,210,135,100001.86937045773,0.1
152,579,197,120,99997.45147052757,0.1
161,575,194,123,99998.59089247609,0.1
156,574,200,130,99993.3810816506,0.1
149,571,202,123,100002.59031901792,0.1
154,576,201,134,100000.14448415018,0.1
151,572,201,137,99985.20419965383,0.1
146,552,184,114,99997.59299498248,0.1
161,607,213,142,99991.44328607606,0.1
155,578,200,133,99979.51799541259,0.1
146,552,194,124,100004.83883649339,0.1
161,612,208,133,100015.58688254523,0.1
163,593,208,139,100023.69730189064,0.1
161,577,193,140,100015.62419529492,0.1
155,577,204,131,99991.29198447392,0.1
149,570,199,124,100011.75244992707,0.1
151,549,188,127,100011.19899003557,0.1
152,568,201,130,99980.12170468604,0.1
154,583,203,128,100008.61288515393,0.1
153,582,204,138,100006.27177035392,0.1
155,584,204,120,100001.62808250307,0.1
156,596,213,133,100002.88616715676,0.1
147,565,198,122,100000.58307382744,0.1
152,563,197,134,100016.31935848657,0.1
153,558,193,125,99995.98211166168,0.1
153,567,197,124,99998.00060606777,0.1
152,582,206,122,100000.07388983708,0.1
157,561,191,124,100002.7566407515,0.1
149,575,200,112,99982.36750199008,0.1
151,568,197,133,100013.87973809551,0.1
160,611,215,130,100002.26199756844,0.1
153,561,187,139,100005.69124595824,0.1
158,586,197,128,100001.97315991748,0.1
163,615,210,122,99998.13558728716,0.1
146,557,195,123,99996.44758486503,0.1
155,597,209,128,100000.9611414234,0.1
156,564,193,120,100001.52052340932,0.1
155,582,200,122,100011.55261755416,0.1
149,564,201,119,100003.46057746283,0.1
152,561,200,114,99998.66511330633,0.1
146,564,197,124,100019.86565110943,0.1
152,557,193,124,99987.20573843688,0.1
143,564,203,130,99986.59790824096,0.1
167,598,204,144,100003.54602052113,0.1
145,562,197,115,99997.8762671451,0.1
148,549,194,126,99982.25404011775,0.1
150,572,200,115,99996.87770338623,0.1
154,586,198,122,99992.8934422932,0.1
150,573,197,123,100011.31128600423,0.1
147,546,192,119,99993.78748229571,0.1
167,615,206,126,100010.50614648867,0.1
145,534,188,128,100004.59781700211,0.1
160,602,215,138,99997.93669087956,0.1
148,554,197,129,100000.21171828588,0.1
158,587,199,129,100004.28658739636,0.1
151,566,192,124,99976.91961486373,0.1
164,583,194,143,100003.27068407569,0.1
159,572,195,123,99996.20880389199,0.1
156,605,216,130,100017.97919366386,0.1
157,578,194,135,99993.08731043238,0.1
152,594,213,137,100011.42563920004,0.1
154,580,202,124,99974.85075375596,0.1
154,556,190,115,100008.14625014985,0.1
142,552,193,119,100002.76102753924,0.1
149,593,208,135,99997.52983509118,0.1
155,550,188,123,99998.79110689514,0.1
159,593,205,136,99997.39439409378,0.1
149,558,194,110,100004.23003209585,0.1
154,547,190,126,99998.65751435368,0.1
159,574,197,128,99982.12262291582,0.1
152,557,193,130,99998.14189143221,0.1
148,572,201,139,100022.34721737627,0.1
162,588,200,136,100000.46846204858,0.1
150,577,202,140,100002.90787946466,0.1
160,595,202,130,99995.61945492512,0.1
162,588,195,132,100001.74054466162,0.1
147,584,199,124,100001.77945557961,0.1
168,577,197,122,99997.38798080543,0.1
142,544,193,117,100008.63263398936,0.1
165,595,203,139,99990.76922042917,0.1
155,562,194,120,99998.69804791796,0.1
147,571,195,126,100005.05053752293,0.1
155,586,202,120,99997.32995820658,0.1
154,571,197,125,99987.76120349424,0.1
152,570,194,135,100005.58264218568,0.1
159,590,203,135,99990.17839041972,0.1
152,582,202,131,99995.52691838249,0.1
154,571,201,130,99991.71852410813,0.1
164,587,194,126,99998.8927158596,0.1
150,553,199,129,99995.70614026787,0.1
147,576,202,122,99995.25410132919,0.1
146,559,199,130,100006.80978927316,0.1
152,551,198,135,100017.62608901416,0.1
156,574,202,129,99996.4248578598,0.1
147,552,194,128,100005.22655174098,0.1
158,574,197,133,99996.44586509508,0.1
151,584,200,124,100000.98942246033,0.1
158,563,189,120,100011.27751344949,0.1
150,570,204,134,100000.50293239027,0.1
152,557,197,119,99991.84452648797,0.1
158,574,200,131,99992.70073387712,0.1
160,573,196,130,99993.83253574939,0.1
159,564,195,138,99999.86695778693,0.1
149,553,194,130,100008.58011452091,0.1
157,579,202,125,99986.41203158896,0.1
154,591,207,126,99989.62710830645,0.1
154,563,196,123,99990.75458788424,0.1
153,586,205,128,99982.5059457827,0.1
156,584,199,131,100013.25922683488,0.1
170,603,197,138,99999.63621356236,0.1
153,584,203,130,100019.00779319725,0.1
